Comuna;FECHA_INMUNIZACION;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Isla de Maipo;2023-03-21;Única;9;P. de salud: Público;Occidente
Isla de Maipo;2023-03-22;Única;13;P. de salud: Público;Occidente
Isla de Maipo;2023-03-23;Única;6;P. de salud: Público;Occidente
Isla de Maipo;2023-03-24;Única;6;P. de salud: Público;Occidente
Isla de Maipo;2023-03-27;Única;6;P. de salud: Público;Occidente
Isla de Maipo;2023-03-28;Única;7;P. de salud: Público;Occidente
Isla de Maipo;2023-03-29;Única;6;P. de salud: Público;Occidente
Isla de Maipo;2023-03-30;Única;10;P. de salud: Público;Occidente
Isla de Maipo;2023-03-31;Única;3;P. de salud: Público;Occidente
Isla de Maipo;2023-04-03;Única;3;P. de salud: Público;Occidente
Isla de Maipo;2023-04-04;Única;5;P. de salud: Público;Occidente
Isla de Maipo;2023-04-05;Única;1;P. de salud: Público;Occidente
Isla de Maipo;2023-04-06;Única;9;P. de salud: Público;Occidente
Isla de Maipo;2023-04-10;Única;1;P. de salud: Público;Occidente
Isla de Maipo;2023-04-11;Única;3;P. de salud: Público;Occidente
Isla de Maipo;2023-04-12;Única;6;P. de salud: Público;Occidente
Isla de Maipo;2023-04-13;Única;4;P. de salud: Público;Occidente
Isla de Maipo;2023-04-14;Única;2;P. de salud: Público;Occidente
La Cisterna;2023-03-15;Única;12;P. de salud: Público;Sur
La Cisterna;2023-03-16;Única;10;P. de salud: Público;Sur
La Cisterna;2023-03-17;Única;6;P. de salud: Público;Sur
La Cisterna;2023-03-18;Única;9;P. de salud: Público;Sur
La Cisterna;2023-03-20;Única;3;P. de salud: Público;Sur
La Cisterna;2023-03-21;Única;10;P. de salud: Público;Sur
La Cisterna;2023-03-22;Única;10;P. de salud: Público;Sur
La Cisterna;2023-03-23;Única;5;P. de salud: Público;Sur
La Cisterna;2023-03-24;Única;8;P. de salud: Público;Sur
La Cisterna;2023-03-25;Única;2;P. de salud: Público;Sur
La Cisterna;2023-03-27;Única;10;P. de salud: Público;Sur
La Cisterna;2023-03-28;Única;5;P. de salud: Público;Sur
La Cisterna;2023-03-29;Única;8;P. de salud: Público;Sur
La Cisterna;2023-03-30;Única;10;P. de salud: Público;Sur
La Cisterna;2023-03-31;Única;3;P. de salud: Público;Sur
La Cisterna;2023-04-01;Única;7;P. de salud: Público;Sur
La Cisterna;2023-04-03;Única;21;P. de salud: Público;Sur
La Cisterna;2023-04-04;Única;5;P. de salud: Público;Sur
La Cisterna;2023-04-05;Única;7;P. de salud: Público;Sur
La Cisterna;2023-04-06;Única;11;P. de salud: Público;Sur
La Cisterna;2023-04-07;Única;4;P. de salud: Público;Sur
La Cisterna;2023-04-10;Única;2;P. de salud: Público;Sur
La Cisterna;2023-04-11;Única;3;P. de salud: Público;Sur
La Cisterna;2023-04-12;Única;8;P. de salud: Público;Sur
La Cisterna;2023-04-13;Única;9;P. de salud: Público;Sur
La Cisterna;2023-04-14;Única;2;P. de salud: Público;Sur
La Cisterna;2023-04-15;Única;1;P. de salud: Público;Sur
La Florida;2023-03-15;Única;386;P. de salud: Público;Suroriente
La Florida;2023-03-16;Única;351;P. de salud: Público;Suroriente
La Florida;2023-03-17;Única;297;P. de salud: Público;Suroriente
La Florida;2023-03-20;Única;212;P. de salud: Público;Suroriente
La Florida;2023-03-21;Única;68;P. de salud: Público;Suroriente
La Florida;2023-03-22;Única;161;P. de salud: Público;Suroriente
La Florida;2023-03-23;Única;229;P. de salud: Público;Suroriente
La Florida;2023-03-24;Única;152;P. de salud: Público;Suroriente
La Florida;2023-03-26;Única;2;P. de salud: Público;Suroriente
La Florida;2023-03-27;Única;76;P. de salud: Público;Suroriente
La Florida;2023-03-28;Única;102;P. de salud: Público;Suroriente
La Florida;2023-03-29;Única;93;P. de salud: Público;Suroriente
La Florida;2023-03-30;Única;124;P. de salud: Público;Suroriente
La Florida;2023-03-31;Única;112;P. de salud: Público;Suroriente
La Florida;2023-04-03;Única;37;P. de salud: Público;Suroriente
La Florida;2023-04-04;Única;42;P. de salud: Público;Suroriente
La Florida;2023-04-05;Única;32;P. de salud: Público;Suroriente
La Florida;2023-04-06;Única;54;P. de salud: Público;Suroriente
La Florida;2023-04-10;Única;35;P. de salud: Público;Suroriente
La Florida;2023-04-11;Única;35;P. de salud: Público;Suroriente
La Florida;2023-04-12;Única;33;P. de salud: Público;Suroriente
La Florida;2023-04-13;Única;32;P. de salud: Público;Suroriente
La Florida;2023-04-14;Única;33;P. de salud: Público;Suroriente
La Granja;2023-03-15;Única;26;P. de salud: Público;Suroriente
La Granja;2023-03-16;Única;28;P. de salud: Público;Suroriente
La Granja;2023-03-17;Única;35;P. de salud: Público;Suroriente
La Granja;2023-03-18;Única;8;P. de salud: Público;Suroriente
La Granja;2023-03-20;Única;23;P. de salud: Público;Suroriente
La Granja;2023-03-21;Única;31;P. de salud: Público;Suroriente
La Granja;2023-03-22;Única;18;P. de salud: Público;Suroriente
La Granja;2023-03-23;Única;32;P. de salud: Público;Suroriente
La Granja;2023-03-24;Única;40;P. de salud: Público;Suroriente
La Granja;2023-03-25;Única;14;P. de salud: Público;Suroriente
La Granja;2023-03-27;Única;14;P. de salud: Público;Suroriente
La Granja;2023-03-28;Única;25;P. de salud: Público;Suroriente
La Granja;2023-03-29;Única;34;P. de salud: Público;Suroriente
La Granja;2023-03-30;Única;24;P. de salud: Público;Suroriente
La Granja;2023-03-31;Única;15;P. de salud: Público;Suroriente
La Granja;2023-04-03;Única;4;P. de salud: Público;Suroriente
La Granja;2023-04-04;Única;14;P. de salud: Público;Suroriente
La Granja;2023-04-05;Única;25;P. de salud: Público;Suroriente
La Granja;2023-04-06;Única;27;P. de salud: Público;Suroriente
La Granja;2023-04-10;Única;16;P. de salud: Público;Suroriente
La Granja;2023-04-11;Única;9;P. de salud: Público;Suroriente
La Granja;2023-04-12;Única;13;P. de salud: Público;Suroriente
La Granja;2023-04-13;Única;9;P. de salud: Público;Suroriente
La Granja;2023-04-14;Única;12;P. de salud: Público;Suroriente
La Pintana;2023-03-15;Única;51;P. de salud: Público;Suroriente
La Pintana;2023-03-16;Única;20;P. de salud: Público;Suroriente
La Pintana;2023-03-17;Única;19;P. de salud: Público;Suroriente
La Pintana;2023-03-18;Única;2;P. de salud: Público;Suroriente
La Pintana;2023-03-20;Única;17;P. de salud: Público;Suroriente
La Pintana;2023-03-21;Única;23;P. de salud: Público;Suroriente
La Pintana;2023-03-22;Única;27;P. de salud: Público;Suroriente
La Pintana;2023-03-23;Única;9;P. de salud: Público;Suroriente
La Pintana;2023-03-24;Única;13;P. de salud: Público;Suroriente
La Pintana;2023-03-25;Única;2;P. de salud: Público;Suroriente
La Pintana;2023-03-27;Única;24;P. de salud: Público;Suroriente
La Pintana;2023-03-28;Única;18;P. de salud: Público;Suroriente
La Pintana;2023-03-29;Única;16;P. de salud: Público;Suroriente
La Pintana;2023-03-30;Única;20;P. de salud: Público;Suroriente
La Pintana;2023-03-31;Única;15;P. de salud: Público;Suroriente
La Pintana;2023-04-01;Única;7;P. de salud: Público;Suroriente
La Pintana;2023-04-03;Única;5;P. de salud: Público;Suroriente
La Pintana;2023-04-04;Única;14;P. de salud: Público;Suroriente
La Pintana;2023-04-05;Única;29;P. de salud: Público;Suroriente
La Pintana;2023-04-06;Única;24;P. de salud: Público;Suroriente
La Pintana;2023-04-10;Única;26;P. de salud: Público;Suroriente
La Pintana;2023-04-11;Única;28;P. de salud: Público;Suroriente
La Pintana;2023-04-12;Única;18;P. de salud: Público;Suroriente
La Pintana;2023-04-13;Única;19;P. de salud: Público;Suroriente
La Pintana;2023-04-14;Única;9;P. de salud: Público;Suroriente
La Pintana;2023-04-15;Única;2;P. de salud: Público;Suroriente
La Reina;2023-03-15;Única;220;P. de salud: Público;Oriente
La Reina;2023-03-16;Única;177;P. de salud: Público;Oriente
La Reina;2023-03-17;Única;95;P. de salud: Público;Oriente
La Reina;2023-03-18;Única;1;P. de salud: Público;Oriente
La Reina;2023-03-20;Única;47;P. de salud: Público;Oriente
La Reina;2023-03-21;Única;31;P. de salud: Público;Oriente
La Reina;2023-03-22;Única;39;P. de salud: Público;Oriente
La Reina;2023-03-23;Única;35;P. de salud: Público;Oriente
La Reina;2023-03-24;Única;25;P. de salud: Público;Oriente
La Reina;2023-03-25;Única;1;P. de salud: Público;Oriente
La Reina;2023-03-27;Única;37;P. de salud: Público;Oriente
La Reina;2023-03-28;Única;30;P. de salud: Público;Oriente
La Reina;2023-03-29;Única;25;P. de salud: Público;Oriente
La Reina;2023-03-30;Única;48;P. de salud: Público;Oriente
La Reina;2023-03-31;Única;26;P. de salud: Público;Oriente
La Reina;2023-04-01;Única;1;P. de salud: Público;Oriente
La Reina;2023-04-03;Única;30;P. de salud: Público;Oriente
La Reina;2023-04-04;Única;17;P. de salud: Público;Oriente
La Reina;2023-04-05;Única;45;P. de salud: Público;Oriente
La Reina;2023-04-06;Única;38;P. de salud: Público;Oriente
La Reina;2023-04-10;Única;43;P. de salud: Público;Oriente
La Reina;2023-04-11;Única;24;P. de salud: Público;Oriente
La Reina;2023-04-12;Única;38;P. de salud: Público;Oriente
La Reina;2023-04-13;Única;22;P. de salud: Público;Oriente
La Reina;2023-04-14;Única;23;P. de salud: Público;Oriente
La Reina;2023-04-15;Única;3;P. de salud: Público;Oriente
Lampa;2023-03-15;Única;22;P. de salud: Público;Norte
Lampa;2023-03-16;Única;30;P. de salud: Público;Norte
Lampa;2023-03-17;Única;17;P. de salud: Público;Norte
Lampa;2023-03-20;Única;2;P. de salud: Público;Norte
Lampa;2023-03-21;Única;39;P. de salud: Público;Norte
Lampa;2023-03-22;Única;3;P. de salud: Público;Norte
Lampa;2023-03-23;Única;5;P. de salud: Público;Norte
Lampa;2023-03-24;Única;4;P. de salud: Público;Norte
Lampa;2023-03-25;Única;3;P. de salud: Público;Norte
Lampa;2023-03-27;Única;7;P. de salud: Público;Norte
Lampa;2023-03-28;Única;4;P. de salud: Público;Norte
Lampa;2023-03-29;Única;6;P. de salud: Público;Norte
Lampa;2023-03-30;Única;7;P. de salud: Público;Norte
Lampa;2023-03-31;Única;4;P. de salud: Público;Norte
Lampa;2023-04-01;Única;6;P. de salud: Público;Norte
Lampa;2023-04-03;Única;7;P. de salud: Público;Norte
Lampa;2023-04-04;Única;5;P. de salud: Público;Norte
Lampa;2023-04-05;Única;3;P. de salud: Público;Norte
Lampa;2023-04-06;Única;5;P. de salud: Público;Norte
Lampa;2023-04-10;Única;11;P. de salud: Público;Norte
Lampa;2023-04-11;Única;3;P. de salud: Público;Norte
Lampa;2023-04-12;Única;8;P. de salud: Público;Norte
Lampa;2023-04-13;Única;8;P. de salud: Público;Norte
Lampa;2023-04-14;Única;5;P. de salud: Público;Norte
Lampa;2023-04-15;Única;1;P. de salud: Público;Norte
Las Condes;2023-03-15;Única;42;P. de salud: Público;Oriente
Las Condes;2023-03-16;Única;26;P. de salud: Público;Oriente
Las Condes;2023-03-17;Única;37;P. de salud: Público;Oriente
Las Condes;2023-03-18;Única;33;P. de salud: Público;Oriente
Las Condes;2023-03-20;Única;18;P. de salud: Público;Oriente
Las Condes;2023-03-21;Única;20;P. de salud: Público;Oriente
Las Condes;2023-03-22;Única;17;P. de salud: Público;Oriente
Las Condes;2023-03-23;Única;461;P. de salud: Público;Oriente
Las Condes;2023-03-24;Única;110;P. de salud: Público;Oriente
Las Condes;2023-03-25;Única;35;P. de salud: Público;Oriente
Las Condes;2023-03-27;Única;22;P. de salud: Público;Oriente
Las Condes;2023-03-28;Única;28;P. de salud: Público;Oriente
Las Condes;2023-03-29;Única;18;P. de salud: Público;Oriente
Las Condes;2023-03-30;Única;225;P. de salud: Público;Oriente
Las Condes;2023-03-31;Única;186;P. de salud: Público;Oriente
Las Condes;2023-04-01;Única;18;P. de salud: Público;Oriente
Las Condes;2023-04-03;Única;11;P. de salud: Público;Oriente
Las Condes;2023-04-04;Única;23;P. de salud: Público;Oriente
Las Condes;2023-04-05;Única;23;P. de salud: Público;Oriente
Las Condes;2023-04-06;Única;91;P. de salud: Público;Oriente
Las Condes;2023-04-10;Única;13;P. de salud: Público;Oriente
Las Condes;2023-04-11;Única;13;P. de salud: Público;Oriente
Las Condes;2023-04-12;Única;13;P. de salud: Público;Oriente
Las Condes;2023-04-13;Única;78;P. de salud: Público;Oriente
Las Condes;2023-04-14;Única;61;P. de salud: Público;Oriente
Lo Barnechea;2023-03-15;Única;8;P. de salud: Público;Oriente
Lo Barnechea;2023-03-16;Única;4;P. de salud: Público;Oriente
Lo Barnechea;2023-03-17;Única;6;P. de salud: Público;Oriente
Lo Barnechea;2023-03-18;Única;1;P. de salud: Público;Oriente
Lo Barnechea;2023-03-20;Única;6;P. de salud: Público;Oriente
Lo Barnechea;2023-03-21;Única;2;P. de salud: Público;Oriente
Lo Barnechea;2023-03-22;Única;5;P. de salud: Público;Oriente
Lo Barnechea;2023-03-23;Única;5;P. de salud: Público;Oriente
Lo Barnechea;2023-03-24;Única;8;P. de salud: Público;Oriente
Lo Barnechea;2023-03-25;Única;2;P. de salud: Público;Oriente
Lo Barnechea;2023-03-27;Única;8;P. de salud: Público;Oriente
Lo Barnechea;2023-03-28;Única;5;P. de salud: Público;Oriente
Lo Barnechea;2023-03-29;Única;5;P. de salud: Público;Oriente
Lo Barnechea;2023-03-30;Única;4;P. de salud: Público;Oriente
Lo Barnechea;2023-04-01;Única;3;P. de salud: Público;Oriente
Lo Barnechea;2023-04-03;Única;4;P. de salud: Público;Oriente
Lo Barnechea;2023-04-04;Única;1;P. de salud: Público;Oriente
Lo Barnechea;2023-04-05;Única;4;P. de salud: Público;Oriente
Lo Barnechea;2023-04-06;Única;1;P. de salud: Público;Oriente
Lo Barnechea;2023-04-10;Única;8;P. de salud: Público;Oriente
Lo Barnechea;2023-04-11;Única;6;P. de salud: Público;Oriente
Lo Barnechea;2023-04-12;Única;1;P. de salud: Público;Oriente
Lo Barnechea;2023-04-13;Única;5;P. de salud: Público;Oriente
Lo Barnechea;2023-04-14;Única;2;P. de salud: Público;Oriente
Lo Espejo;2023-03-15;Única;12;P. de salud: Público;Sur
Lo Espejo;2023-03-16;Única;6;P. de salud: Público;Sur
Lo Espejo;2023-03-17;Única;6;P. de salud: Público;Sur
Lo Espejo;2023-03-18;Única;3;P. de salud: Público;Sur
Lo Espejo;2023-03-20;Única;16;P. de salud: Público;Sur
Lo Espejo;2023-03-21;Única;3;P. de salud: Público;Sur
Lo Espejo;2023-03-22;Única;70;P. de salud: Público;Sur
Lo Espejo;2023-03-23;Única;6;P. de salud: Público;Sur
Lo Espejo;2023-03-24;Única;5;P. de salud: Público;Sur
Lo Espejo;2023-03-25;Única;1;P. de salud: Público;Sur
Lo Espejo;2023-03-27;Única;25;P. de salud: Público;Sur
Lo Espejo;2023-03-28;Única;6;P. de salud: Público;Sur
Lo Espejo;2023-03-29;Única;2;P. de salud: Público;Sur
Lo Espejo;2023-03-30;Única;10;P. de salud: Público;Sur
Lo Espejo;2023-03-31;Única;12;P. de salud: Público;Sur
Lo Espejo;2023-04-01;Única;2;P. de salud: Público;Sur
Lo Espejo;2023-04-03;Única;10;P. de salud: Público;Sur
Lo Espejo;2023-04-04;Única;9;P. de salud: Público;Sur
Lo Espejo;2023-04-05;Única;8;P. de salud: Público;Sur
Lo Espejo;2023-04-06;Única;11;P. de salud: Público;Sur
Lo Espejo;2023-04-08;Única;6;P. de salud: Público;Sur
Lo Espejo;2023-04-10;Única;10;P. de salud: Público;Sur
Lo Espejo;2023-04-11;Única;25;P. de salud: Público;Sur
Lo Espejo;2023-04-12;Única;10;P. de salud: Público;Sur
Lo Espejo;2023-04-13;Única;10;P. de salud: Público;Sur
Lo Espejo;2023-04-14;Única;15;P. de salud: Público;Sur
Lo Prado;2023-03-15;Única;31;P. de salud: Público;Occidente
Lo Prado;2023-03-16;Única;39;P. de salud: Público;Occidente
Lo Prado;2023-03-17;Única;30;P. de salud: Público;Occidente
Lo Prado;2023-03-18;Única;10;P. de salud: Público;Occidente
Lo Prado;2023-03-20;Única;10;P. de salud: Público;Occidente
Lo Prado;2023-03-21;Única;30;P. de salud: Público;Occidente
Lo Prado;2023-03-22;Única;13;P. de salud: Público;Occidente
Lo Prado;2023-03-23;Única;37;P. de salud: Público;Occidente
Lo Prado;2023-03-24;Única;28;P. de salud: Público;Occidente
Lo Prado;2023-03-25;Única;4;P. de salud: Público;Occidente
Lo Prado;2023-03-27;Única;13;P. de salud: Público;Occidente
Lo Prado;2023-03-28;Única;22;P. de salud: Público;Occidente
Lo Prado;2023-03-29;Única;16;P. de salud: Público;Occidente
Lo Prado;2023-03-30;Única;19;P. de salud: Público;Occidente
Lo Prado;2023-03-31;Única;17;P. de salud: Público;Occidente
Lo Prado;2023-04-01;Única;1;P. de salud: Público;Occidente
Lo Prado;2023-04-03;Única;10;P. de salud: Público;Occidente
Lo Prado;2023-04-04;Única;15;P. de salud: Público;Occidente
Lo Prado;2023-04-05;Única;13;P. de salud: Público;Occidente
Lo Prado;2023-04-06;Única;30;P. de salud: Público;Occidente
Lo Prado;2023-04-10;Única;4;P. de salud: Público;Occidente
Lo Prado;2023-04-11;Única;14;P. de salud: Público;Occidente
Lo Prado;2023-04-12;Única;18;P. de salud: Público;Occidente
Lo Prado;2023-04-13;Única;11;P. de salud: Público;Occidente
Lo Prado;2023-04-14;Única;15;P. de salud: Público;Occidente
Lo Prado;2023-04-15;Única;1;P. de salud: Público;Occidente
Macul;2023-03-15;Única;48;P. de salud: Público;Oriente
Macul;2023-03-16;Única;26;P. de salud: Público;Oriente
Macul;2023-03-17;Única;19;P. de salud: Público;Oriente
Macul;2023-03-20;Única;17;P. de salud: Público;Oriente
Macul;2023-03-21;Única;18;P. de salud: Público;Oriente
Macul;2023-03-22;Única;16;P. de salud: Público;Oriente
Macul;2023-03-23;Única;11;P. de salud: Público;Oriente
Macul;2023-03-24;Única;26;P. de salud: Público;Oriente
Macul;2023-03-27;Única;26;P. de salud: Público;Oriente
Macul;2023-03-28;Única;16;P. de salud: Público;Oriente
Macul;2023-03-29;Única;12;P. de salud: Público;Oriente
Macul;2023-03-30;Única;13;P. de salud: Público;Oriente
Macul;2023-03-31;Única;30;P. de salud: Público;Oriente
Macul;2023-04-03;Única;5;P. de salud: Público;Oriente
Macul;2023-04-04;Única;19;P. de salud: Público;Oriente
Macul;2023-04-05;Única;24;P. de salud: Público;Oriente
Macul;2023-04-06;Única;7;P. de salud: Público;Oriente
Macul;2023-04-10;Única;6;P. de salud: Público;Oriente
Macul;2023-04-11;Única;9;P. de salud: Público;Oriente
Macul;2023-04-12;Única;6;P. de salud: Público;Oriente
Macul;2023-04-13;Única;16;P. de salud: Público;Oriente
Macul;2023-04-14;Única;9;P. de salud: Público;Oriente
Maipú;2023-03-15;Única;144;P. de salud: Público;Central
Maipú;2023-03-16;Única;113;P. de salud: Público;Central
Maipú;2023-03-17;Única;191;P. de salud: Público;Central
Maipú;2023-03-18;Única;16;P. de salud: Público;Central
Maipú;2023-03-19;Única;1;P. de salud: Público;Central
Maipú;2023-03-20;Única;121;P. de salud: Público;Central
Maipú;2023-03-21;Única;152;P. de salud: Público;Central
Maipú;2023-03-22;Única;42;P. de salud: Público;Central
Maipú;2023-03-23;Única;164;P. de salud: Público;Central
Maipú;2023-03-24;Única;85;P. de salud: Público;Central
Maipú;2023-03-25;Única;15;P. de salud: Público;Central
Maipú;2023-03-26;Única;1;P. de salud: Público;Central
Maipú;2023-03-27;Única;77;P. de salud: Público;Central
Maipú;2023-03-28;Única;62;P. de salud: Público;Central
Maipú;2023-03-29;Única;76;P. de salud: Público;Central
Maipú;2023-03-30;Única;115;P. de salud: Público;Central
Maipú;2023-03-31;Única;190;P. de salud: Público;Central
Maipú;2023-04-01;Única;9;P. de salud: Público;Central
Maipú;2023-04-03;Única;123;P. de salud: Público;Central
Maipú;2023-04-04;Única;79;P. de salud: Público;Central
Maipú;2023-04-05;Única;53;P. de salud: Público;Central
Maipú;2023-04-06;Única;136;P. de salud: Público;Central
Maipú;2023-04-10;Única;61;P. de salud: Público;Central
Maipú;2023-04-11;Única;106;P. de salud: Público;Central
Maipú;2023-04-12;Única;91;P. de salud: Público;Central
Maipú;2023-04-13;Única;60;P. de salud: Público;Central
Maipú;2023-04-14;Única;71;P. de salud: Público;Central
Maipú;2023-04-15;Única;13;P. de salud: Público;Central
María Pinto;2023-03-15;Única;2;P. de salud: Público;Occidente
María Pinto;2023-03-16;Única;1;P. de salud: Público;Occidente
María Pinto;2023-03-17;Única;7;P. de salud: Público;Occidente
María Pinto;2023-03-19;Única;1;P. de salud: Público;Occidente
María Pinto;2023-03-20;Única;1;P. de salud: Público;Occidente
María Pinto;2023-03-21;Única;1;P. de salud: Público;Occidente
María Pinto;2023-03-22;Única;3;P. de salud: Público;Occidente
María Pinto;2023-03-24;Única;1;P. de salud: Público;Occidente
María Pinto;2023-03-26;Única;1;P. de salud: Público;Occidente
María Pinto;2023-03-27;Única;1;P. de salud: Público;Occidente
María Pinto;2023-03-28;Única;1;P. de salud: Público;Occidente
María Pinto;2023-03-29;Única;2;P. de salud: Público;Occidente
María Pinto;2023-03-30;Única;1;P. de salud: Público;Occidente
María Pinto;2023-03-31;Única;4;P. de salud: Público;Occidente
María Pinto;2023-04-02;Única;2;P. de salud: Público;Occidente
María Pinto;2023-04-03;Única;1;P. de salud: Público;Occidente
María Pinto;2023-04-06;Única;1;P. de salud: Público;Occidente
María Pinto;2023-04-10;Única;1;P. de salud: Público;Occidente
María Pinto;2023-04-13;Única;1;P. de salud: Público;Occidente
María Pinto;2023-04-14;Única;1;P. de salud: Público;Occidente
Melipilla;2023-03-15;Única;40;P. de salud: Público;Occidente
Melipilla;2023-03-16;Única;39;P. de salud: Público;Occidente
Melipilla;2023-03-17;Única;37;P. de salud: Público;Occidente
Melipilla;2023-03-20;Única;21;P. de salud: Público;Occidente
Melipilla;2023-03-21;Única;27;P. de salud: Público;Occidente
Melipilla;2023-03-22;Única;42;P. de salud: Público;Occidente
Melipilla;2023-03-23;Única;16;P. de salud: Público;Occidente
Melipilla;2023-03-24;Única;21;P. de salud: Público;Occidente
Melipilla;2023-03-27;Única;20;P. de salud: Público;Occidente
Melipilla;2023-03-28;Única;35;P. de salud: Público;Occidente
Melipilla;2023-03-29;Única;8;P. de salud: Público;Occidente
Melipilla;2023-03-30;Única;13;P. de salud: Público;Occidente
Melipilla;2023-03-31;Única;14;P. de salud: Público;Occidente
Melipilla;2023-04-03;Única;13;P. de salud: Público;Occidente
Melipilla;2023-04-04;Única;9;P. de salud: Público;Occidente
Melipilla;2023-04-05;Única;5;P. de salud: Público;Occidente
Melipilla;2023-04-06;Única;12;P. de salud: Público;Occidente
Melipilla;2023-04-10;Única;7;P. de salud: Público;Occidente
Melipilla;2023-04-11;Única;5;P. de salud: Público;Occidente
Melipilla;2023-04-12;Única;11;P. de salud: Público;Occidente
Melipilla;2023-04-13;Única;11;P. de salud: Público;Occidente
Melipilla;2023-04-14;Única;17;P. de salud: Público;Occidente
Padre Hurtado;2023-03-15;Única;5;P. de salud: Público;Occidente
Padre Hurtado;2023-03-16;Única;14;P. de salud: Público;Occidente
Padre Hurtado;2023-03-17;Única;17;P. de salud: Público;Occidente
Padre Hurtado;2023-03-20;Única;3;P. de salud: Público;Occidente
Padre Hurtado;2023-03-21;Única;3;P. de salud: Público;Occidente
Padre Hurtado;2023-03-22;Única;3;P. de salud: Público;Occidente
Padre Hurtado;2023-03-23;Única;2;P. de salud: Público;Occidente
Padre Hurtado;2023-03-24;Única;3;P. de salud: Público;Occidente
Padre Hurtado;2023-03-25;Única;1;P. de salud: Público;Occidente
Padre Hurtado;2023-03-27;Única;7;P. de salud: Público;Occidente
Padre Hurtado;2023-03-28;Única;6;P. de salud: Público;Occidente
Padre Hurtado;2023-03-29;Única;3;P. de salud: Público;Occidente
Padre Hurtado;2023-03-30;Única;13;P. de salud: Público;Occidente
Padre Hurtado;2023-03-31;Única;8;P. de salud: Público;Occidente
Padre Hurtado;2023-04-01;Única;8;P. de salud: Público;Occidente
Padre Hurtado;2023-04-03;Única;6;P. de salud: Público;Occidente
Padre Hurtado;2023-04-04;Única;6;P. de salud: Público;Occidente
Padre Hurtado;2023-04-05;Única;32;P. de salud: Público;Occidente
Padre Hurtado;2023-04-06;Única;8;P. de salud: Público;Occidente
Padre Hurtado;2023-04-10;Única;4;P. de salud: Público;Occidente
Padre Hurtado;2023-04-11;Única;5;P. de salud: Público;Occidente
Padre Hurtado;2023-04-12;Única;5;P. de salud: Público;Occidente
Padre Hurtado;2023-04-13;Única;6;P. de salud: Público;Occidente
Padre Hurtado;2023-04-14;Única;5;P. de salud: Público;Occidente
Padre Hurtado;2023-04-15;Única;3;P. de salud: Público;Occidente
Paine;2023-03-15;Única;20;P. de salud: Público;Sur
Paine;2023-03-16;Única;10;P. de salud: Público;Sur
Paine;2023-03-17;Única;47;P. de salud: Público;Sur
Paine;2023-03-20;Única;21;P. de salud: Público;Sur
Paine;2023-03-21;Única;5;P. de salud: Público;Sur
Paine;2023-03-22;Única;14;P. de salud: Público;Sur
Paine;2023-03-23;Única;6;P. de salud: Público;Sur
Paine;2023-03-24;Única;17;P. de salud: Público;Sur
Paine;2023-03-25;Única;6;P. de salud: Público;Sur
Paine;2023-03-27;Única;8;P. de salud: Público;Sur
Paine;2023-03-28;Única;4;P. de salud: Público;Sur
Paine;2023-03-29;Única;11;P. de salud: Público;Sur
Paine;2023-03-30;Única;4;P. de salud: Público;Sur
Paine;2023-03-31;Única;12;P. de salud: Público;Sur
Paine;2023-04-01;Única;2;P. de salud: Público;Sur
Paine;2023-04-03;Única;11;P. de salud: Público;Sur
Paine;2023-04-04;Única;6;P. de salud: Público;Sur
Paine;2023-04-05;Única;5;P. de salud: Público;Sur
Paine;2023-04-06;Única;15;P. de salud: Público;Sur
Paine;2023-04-10;Única;10;P. de salud: Público;Sur
Paine;2023-04-11;Única;11;P. de salud: Público;Sur
Paine;2023-04-12;Única;8;P. de salud: Público;Sur
Paine;2023-04-13;Única;5;P. de salud: Público;Sur
Paine;2023-04-14;Única;6;P. de salud: Público;Sur
Paine;2023-04-15;Única;3;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-15;Única;22;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-16;Única;21;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-17;Única;29;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-18;Única;5;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-20;Única;14;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-21;Única;17;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-22;Única;9;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-23;Única;16;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-24;Única;4;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-25;Única;2;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-27;Única;11;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-28;Única;4;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-29;Única;9;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-30;Única;8;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-03-31;Única;11;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-01;Única;3;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-03;Única;9;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-04;Única;5;P. de salud: Público;Sur
Pedro Aguirre Cerda;2023-04-05;Única;17;P. de salud: Público;Sur
