Servicio;Comuna;CODIGO_DEIS;Establecimiento;Criterio_elegibilidad;N° de vacunados;Código Antiguo ;latitud;longitud
Sur;La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Estrategia Capullo;1;13-307;-33.519604;-70.623975
Sur;La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Niños y niñas de 6 meses a 5 años de edad;761;13-307;-33.519604;-70.623975
Sur;La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Otras prioridades;19;13-307;-33.519604;-70.623975
Sur;La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;P. de salud: Privado;6;13-307;-33.519604;-70.623975
Sur;La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;P. de salud: Público;146;13-307;-33.519604;-70.623975
Sur;La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Personas mayores de 65 años y más;1520;13-307;-33.519604;-70.623975
Sur;La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Población General;4128;13-307;-33.519604;-70.623975
Sur;La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Trabajadores de avícolas y de criaderos de cerdo;1;13-307;-33.519604;-70.623975
Sur;La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;262;13-307;-33.519604;-70.623975
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Embarazadas;30;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Enfermos cronicos de 11 a 64 años de edad;475;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Escolares de 1° a 5° año básico;21;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Estrategia Capullo;4;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Niños y niñas de 6 meses a 5 años de edad;119;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Otras prioridades;10;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;P. de salud: Privado;14;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;P. de salud: Público;201;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Personas mayores de 65 años y más;706;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Población General;1564;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Trabajadores de avícolas y de criaderos de cerdo;1;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;6;13-308;-33.514933;-70.676174
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Embarazadas;30;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Enfermos cronicos de 11 a 64 años de edad;347;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Escolares de 1° a 5° año básico;18;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Niños y niñas de 6 meses a 5 años de edad;113;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Otras prioridades;41;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;P. de salud: Privado;4;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;P. de salud: Público;95;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Personas mayores de 65 años y más;654;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Población General;1293;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;3;13-309;-33.522431;-70.69732
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Embarazadas;35;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Enfermos cronicos de 11 a 64 años de edad;418;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Escolares de 1° a 5° año básico;30;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Estrategia Capullo;4;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Niños y niñas de 6 meses a 5 años de edad;115;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Otras prioridades;57;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;P. de salud: Privado;10;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;P. de salud: Público;98;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Personas mayores de 65 años y más;777;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Población General;1519;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;13-310;-33.507423;-70.694073
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Embarazadas;36;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Enfermos cronicos de 11 a 64 años de edad;358;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Escolares de 1° a 5° año básico;18;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Estrategia Capullo;2;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Niños y niñas de 6 meses a 5 años de edad;100;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Otras prioridades;24;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;P. de salud: Privado;2;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;P. de salud: Público;119;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Personas mayores de 65 años y más;587;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Población General;1240;13-396;-33.53472;-70.696425
Sur;Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;13-396;-33.53472;-70.696425
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Embarazadas;76;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Enfermos cronicos de 11 a 64 años de edad;831;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Escolares de 1° a 5° año básico;10;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Estrategia Capullo;7;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Niños y niñas de 6 meses a 5 años de edad;190;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Otras prioridades;5;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);P. de salud: Privado;13;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);P. de salud: Público;193;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Personas mayores de 65 años y más;1071;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Población General;2399;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Trabajadores de avícolas y de criaderos de cerdo;4;13-318;-33.804827;-70.741211
Sur;Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Trabajadores de la educación  preescolar y escolar hasta 5° año básico;19;13-318;-33.804827;-70.741211
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Embarazadas;18;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Enfermos cronicos de 11 a 64 años de edad;524;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Escolares de 1° a 5° año básico;41;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Estrategia Capullo;9;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Niños y niñas de 6 meses a 5 años de edad;116;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;P. de salud: Privado;8;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;P. de salud: Público;91;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Personas mayores de 65 años y más;596;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Población General;1401;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Trabajadores de avícolas y de criaderos de cerdo;2;13-319;-33.868535;-70.747995
Sur;Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;10;13-319;-33.868535;-70.747995
Sur;Paine;13-408;Posta de Salud Rural Pintué;Embarazadas;3;13-408;-33.88597;-70.892169
Sur;Paine;13-408;Posta de Salud Rural Pintué;Enfermos cronicos de 11 a 64 años de edad;143;13-408;-33.88597;-70.892169
Sur;Paine;13-408;Posta de Salud Rural Pintué;Escolares de 1° a 5° año básico;12;13-408;-33.88597;-70.892169
Sur;Paine;13-408;Posta de Salud Rural Pintué;Niños y niñas de 6 meses a 5 años de edad;28;13-408;-33.88597;-70.892169
Sur;Paine;13-408;Posta de Salud Rural Pintué;Otras prioridades;1;13-408;-33.88597;-70.892169
Sur;Paine;13-408;Posta de Salud Rural Pintué;P. de salud: Privado;7;13-408;-33.88597;-70.892169
Sur;Paine;13-408;Posta de Salud Rural Pintué;P. de salud: Público;19;13-408;-33.88597;-70.892169
Sur;Paine;13-408;Posta de Salud Rural Pintué;Personas mayores de 65 años y más;288;13-408;-33.88597;-70.892169
Sur;Paine;13-408;Posta de Salud Rural Pintué;Población General;492;13-408;-33.88597;-70.892169
Sur;Paine;13-408;Posta de Salud Rural Pintué;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;13-408;-33.88597;-70.892169
Sur;Paine;13-409;Posta de Salud Rural Huelquén;Embarazadas;12;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;Enfermos cronicos de 11 a 64 años de edad;188;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;Escolares de 1° a 5° año básico;12;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;Estrategia Capullo;1;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;Niños y niñas de 6 meses a 5 años de edad;47;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;Otras prioridades;2;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;P. de salud: Privado;1;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;P. de salud: Público;31;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;Personas mayores de 65 años y más;239;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;Población General;536;13-409;-33.832761;-70.643261
Sur;Paine;13-409;Posta de Salud Rural Huelquén;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;13;13-409;-33.832761;-70.643261
Sur;Paine;13-410;Posta de Salud Rural Rangue;Embarazadas;1;13-410;-33.850752;-70.942806
Sur;Paine;13-410;Posta de Salud Rural Rangue;Enfermos cronicos de 11 a 64 años de edad;18;13-410;-33.850752;-70.942806
Sur;Paine;13-410;Posta de Salud Rural Rangue;Niños y niñas de 6 meses a 5 años de edad;4;13-410;-33.850752;-70.942806
Sur;Paine;13-410;Posta de Salud Rural Rangue;P. de salud: Público;5;13-410;-33.850752;-70.942806
Sur;Paine;13-410;Posta de Salud Rural Rangue;Personas mayores de 65 años y más;22;13-410;-33.850752;-70.942806
Sur;Paine;13-410;Posta de Salud Rural Rangue;Población General;50;13-410;-33.850752;-70.942806
Sur;Paine;13-411;Posta de Salud Rural Abrantes;Embarazadas;2;13-411;-33.85926;-70.850687
Sur;Paine;13-411;Posta de Salud Rural Abrantes;Enfermos cronicos de 11 a 64 años de edad;59;13-411;-33.85926;-70.850687
Sur;Paine;13-411;Posta de Salud Rural Abrantes;Escolares de 1° a 5° año básico;9;13-411;-33.85926;-70.850687
Sur;Paine;13-411;Posta de Salud Rural Abrantes;Niños y niñas de 6 meses a 5 años de edad;13;13-411;-33.85926;-70.850687
Sur;Paine;13-411;Posta de Salud Rural Abrantes;P. de salud: Público;14;13-411;-33.85926;-70.850687
Sur;Paine;13-411;Posta de Salud Rural Abrantes;Personas mayores de 65 años y más;57;13-411;-33.85926;-70.850687
Sur;Paine;13-411;Posta de Salud Rural Abrantes;Población General;168;13-411;-33.85926;-70.850687
Sur;Paine;13-411;Posta de Salud Rural Abrantes;Trabajadores de avícolas y de criaderos de cerdo;6;13-411;-33.85926;-70.850687
Sur;Paine;13-412;Posta de Salud Rural Chada;Embarazadas;4;13-412;-33.900747;-70.660518
Sur;Paine;13-412;Posta de Salud Rural Chada;Enfermos cronicos de 11 a 64 años de edad;22;13-412;-33.900747;-70.660518
Sur;Paine;13-412;Posta de Salud Rural Chada;Escolares de 1° a 5° año básico;2;13-412;-33.900747;-70.660518
Sur;Paine;13-412;Posta de Salud Rural Chada;Niños y niñas de 6 meses a 5 años de edad;4;13-412;-33.900747;-70.660518
Sur;Paine;13-412;Posta de Salud Rural Chada;Otras prioridades;8;13-412;-33.900747;-70.660518
Sur;Paine;13-412;Posta de Salud Rural Chada;P. de salud: Público;10;13-412;-33.900747;-70.660518
Sur;Paine;13-412;Posta de Salud Rural Chada;Personas mayores de 65 años y más;53;13-412;-33.900747;-70.660518
Sur;Paine;13-412;Posta de Salud Rural Chada;Población General;103;13-412;-33.900747;-70.660518
Sur;Paine;13-412;Posta de Salud Rural Chada;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;13-412;-33.900747;-70.660518
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Embarazadas;31;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Enfermos cronicos de 11 a 64 años de edad;381;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Escolares de 1° a 5° año básico;23;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Estrategia Capullo;7;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Niños y niñas de 6 meses a 5 años de edad;119;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Otras prioridades;24;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;P. de salud: Privado;3;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;P. de salud: Público;125;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Personas mayores de 65 años y más;809;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Población General;1498;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;5;11-303;-33.488282;-70.686377
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Embarazadas;24;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Enfermos cronicos de 11 a 64 años de edad;344;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Escolares de 1° a 5° año básico;23;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Estrategia Capullo;2;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Niños y niñas de 6 meses a 5 años de edad;120;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Otras prioridades;4;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;P. de salud: Privado;10;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;P. de salud: Público;156;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Personas mayores de 65 años y más;1105;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Población General;1809;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;21;13-303;-33.503461;-70.676059
Sur;Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Embarazadas;30;13-306;-33.48971;-70.676018
Sur;Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Enfermos cronicos de 11 a 64 años de edad;1016;13-306;-33.48971;-70.676018
Sur;Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Escolares de 1° a 5° año básico;308;13-306;-33.48971;-70.676018
Sur;Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Niños y niñas de 6 meses a 5 años de edad;335;13-306;-33.48971;-70.676018
Sur;Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);P. de salud: Privado;38;13-306;-33.48971;-70.676018
Sur;Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);P. de salud: Público;263;13-306;-33.48971;-70.676018
Sur;Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Personas mayores de 65 años y más;1774;13-306;-33.48971;-70.676018
Sur;Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Población General;3824;13-306;-33.48971;-70.676018
Sur;Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Trabajadores de la educación  preescolar y escolar hasta 5° año básico;112;13-306;-33.48971;-70.676018
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Embarazadas;36;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Enfermos cronicos de 11 a 64 años de edad;344;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Escolares de 1° a 5° año básico;25;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Estrategia Capullo;2;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Niños y niñas de 6 meses a 5 años de edad;98;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Otras prioridades;25;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;P. de salud: Privado;5;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;P. de salud: Público;96;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Personas mayores de 65 años y más;853;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Población General;1475;13-331;-33.480185;-70.669075
Sur;Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;13-331;-33.480185;-70.669075
Sur;San Bernardo;13-180;Hospital El Pino (Santiago, San Bernardo);Otras prioridades;192;13-180;-33.58435;-70.676793
Sur;San Bernardo;13-180;Hospital El Pino (Santiago, San Bernardo);P. de salud: Público;1367;13-180;-33.58435;-70.676793
Sur;San Bernardo;13-180;Hospital El Pino (Santiago, San Bernardo);Personas mayores de 65 años y más;27;13-180;-33.58435;-70.676793
Sur;San Bernardo;13-180;Hospital El Pino (Santiago, San Bernardo);Población General;1575;13-180;-33.58435;-70.676793
Sur;San Bernardo;13-180;Hospital El Pino (Santiago, San Bernardo);Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;13-180;-33.58435;-70.676793
Sur;San Bernardo;13-190;Hospital Parroquial de San Bernardo (D);P. de salud: Privado;93;13-190;-33.592835;-70.697393
Sur;San Bernardo;13-190;Hospital Parroquial de San Bernardo (D);Personas mayores de 65 años y más;7;13-190;-33.592835;-70.697393
Sur;San Bernardo;13-190;Hospital Parroquial de San Bernardo (D);Población General;100;13-190;-33.592835;-70.697393
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Embarazadas;48;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Enfermos cronicos de 11 a 64 años de edad;469;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Escolares de 1° a 5° año básico;485;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Estrategia Capullo;2;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Niños y niñas de 6 meses a 5 años de edad;443;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Otras prioridades;15;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);P. de salud: Privado;80;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);P. de salud: Público;323;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Personas mayores de 65 años y más;1537;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Población General;3696;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Trabajadores de avícolas y de criaderos de cerdo;164;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Trabajadores de la educación  preescolar y escolar hasta 5° año básico;155;13-313;-33.597631;-70.714846
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Embarazadas;22;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Enfermos cronicos de 11 a 64 años de edad;447;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Escolares de 1° a 5° año básico;23;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Niños y niñas de 6 meses a 5 años de edad;54;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Otras prioridades;2;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;P. de salud: Privado;9;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;P. de salud: Público;143;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Personas mayores de 65 años y más;491;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Población General;1277;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Trabajadores de avícolas y de criaderos de cerdo;78;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;8;13-315;-33.589661;-70.682857
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Embarazadas;16;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Enfermos cronicos de 11 a 64 años de edad;447;13-316;-33.575808;-70.703607
Sur;San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Escolares de 1° a 5° año básico;22;13-316;-33.575808;-70.703607
