Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio;Código Antiguo ;latitud;longitud
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;Única;157;P. de salud: Público;Occidente;10-340;-33.451755;-70.71605
Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Única;199;P. de salud: Público;Occidente;10-345;-33.436875;-70.740448
Macul;12-312;Centro de Salud Familiar Félix de Amesti;Única;215;P. de salud: Público;Oriente;12-312;-33.501502;-70.593927
Macul;12-313;Centro de Salud Familiar Santa Julia;Única;199;P. de salud: Público;Oriente;12-313;-33.476364;-70.592875
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;Única;220;P. de salud: Público;Oriente;12-319;-33.493484;-70.615109
Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Única;20;P. de salud: Público;Oriente;12-512;-33.497116;-70.614619
Maipú;11-101;Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada;Única;2004;P. de salud: Público;Central;11-101;-33.508212;-70.774248
Maipú;11-304;Centro de Salud Familiar Maipú;Única;226;P. de salud: Público;Central;11-304;-33.504315;-70.75815
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única;131;P. de salud: Público;Central;11-308;-33.505433;-70.774352
Maipú;11-309;Centro de Salud Familiar Dra. Ana María Juricic;Única;108;P. de salud: Público;Central;11-309;-33.514065;-70.796603
Maipú;11-351;Centro de Referencia de Salud de Maipú;Única;298;P. de salud: Público;Central;11-351;-33.508774;-70.771857
Maipú;11-378;Centro de Salud Familiar Dr. Iván Insunza;Única;235;P. de salud: Público;Central;11-378;-33.484273;-70.771353
Maipú;11-379;Centro de Salud Familiar Clotario Blest;Única;302;P. de salud: Público;Central;11-379;-33.490025;-70.744879
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única;203;P. de salud: Público;Central;11-380;-33.52776;-70.796393
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única;184;P. de salud: Público;Central;11-382;-33.525395;-70.767836
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única;155;P. de salud: Público;Central;11-383;-33.473168;-70.75602
Maipú;201290;Vacunatorio INMUVAX;Única;1;P. de salud: Público;Central;201290;-33.498106;-70.75715
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Única;98;P. de salud: Público;Occidente;10-385;-33.51714;-71.125008
Melipilla;10-150;Hospital San José (Melipilla);Única;713;P. de salud: Público;Occidente;10-150;-33.69526;-71.214668
Melipilla;10-270;Clínica Los Maitenes;Única;11;P. de salud: Público;Occidente;10-270;-33.6721;-71.21718
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Única;153;P. de salud: Público;Occidente;10-378;-33.681498;-71.22595
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Única;160;P. de salud: Público;Occidente;10-379;-33.700239;-71.218134
Melipilla;10-380;Centro de Salud Familiar San Manuel;Única;77;P. de salud: Público;Occidente;10-380;-33.773496;-71.257568
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Única;43;P. de salud: Público;Occidente;10-381;-33.649845;-71.15045
Melipilla;10-440;Posta de Salud Rural Bollenar;Única;39;P. de salud: Público;Occidente;10-440;-33.569087;-71.210906
Melipilla;10-445;Posta de Salud Rural Pahuilmo;Única;29;P. de salud: Público;Occidente;10-445;-33.569161;-71.11575
Melipilla;10-455;Posta de salud Rural Pabellón;Única;2;P. de salud: Público;Occidente;10-455;-33.750621;-71.198276
Melipilla;10-938;Centro de Salud Familiar Florencia;Única;389;P. de salud: Público;Occidente;10-938;-33.684442;-71.213312
Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Única;226;P. de salud: Público;Occidente;10-366;-33.569779;-70.805151
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Única;235;P. de salud: Público;Sur;13-318;-33.804827;-70.741211
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Única;124;P. de salud: Público;Sur;13-319;-33.868535;-70.747995
Paine;13-408;Posta de Salud Rural Pintué;Única;19;P. de salud: Público;Sur;13-408;-33.88597;-70.892169
Paine;13-409;Posta de Salud Rural Huelquén;Única;38;P. de salud: Público;Sur;13-409;-33.832761;-70.643261
Paine;13-410;Posta de Salud Rural Rangue;Única;6;P. de salud: Público;Sur;13-410;-33.850752;-70.942806
Paine;13-411;Posta de Salud Rural Abrantes;Única;16;P. de salud: Público;Sur;13-411;-33.85926;-70.850687
Paine;13-412;Posta de Salud Rural Chada;Única;13;P. de salud: Público;Sur;13-412;-33.900747;-70.660518
Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Única;142;P. de salud: Público;Sur;11-303;-33.488282;-70.686377
Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Única;179;P. de salud: Público;Sur;13-303;-33.503461;-70.676059
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Única;301;P. de salud: Público;Sur;13-306;-33.48971;-70.676018
Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Única;105;P. de salud: Público;Sur;13-331;-33.480185;-70.669075
Peñaflor;10-140;Hospital de Peñaflor;Única;308;P. de salud: Público;Occidente;10-140;-33.61001;-70.904125
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Única;260;P. de salud: Público;Occidente;10-308;-33.6088;-70.896258
Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Única;311;P. de salud: Público;Occidente;10-369;-33.609978;-70.871635
Peñalolén;12-101;Hospital Dr. Luis Tisné B. (Santiago, Peñalolén);Única;1320;P. de salud: Público;Oriente;12-101;-33.501328;-70.579408
Peñalolén;12-105;Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda;Única;267;P. de salud: Público;Oriente;12-105;-33.460454;-70.569892
Peñalolén;12-275;Centro Médico Alto Tobalaba - Vacunatorio Vacci Protex;Única;1;P. de salud: Público;Oriente;12-275;-33.48292;-70.557327
Peñalolén;12-300;Centro de Referencia de Salud Cordillera Oriente;Única;296;P. de salud: Público;Oriente;12-300;-33.500951;-70.579232
Peñalolén;12-314;Centro de Salud Familiar La Faena;Única;155;P. de salud: Público;Oriente;12-314;-33.467931;-70.556011
Peñalolén;12-315;Centro de Salud Familiar San Luis;Única;77;P. de salud: Público;Oriente;12-315;-33.508122;-70.577994
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;Única;313;P. de salud: Público;Oriente;12-316;-33.476897;-70.542996
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;Única;91;P. de salud: Público;Oriente;12-318;-33.476942;-70.562722
Peñalolén;12-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;83;P. de salud: Público;Oriente;12-321;-33.470387;-70.532225
Peñalolén;12-322;Centro de Salud Familiar Padre Gerardo Whelan;Única;145;P. de salud: Público;Oriente;12-322;-33.473974;-70.574226
Peñalolén;12-930;Clínica Las Condes Peñalolén;Única;11;P. de salud: Público;Oriente;12-930;-33.489949;-70.544831
Peñalolén;201112;CESFAM Las Torres;Única;210;P. de salud: Público;Oriente;201112;-33.50287;-70.577602
Pirque;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;Única;171;P. de salud: Público;Suroriente;14-310;-33.635077;-70.572477
Pirque;14-333;Centro de Salud Rural El Principal;Única;140;P. de salud: Público;Suroriente;14-333;-33.720684;-70.553279
Providencia;12-100;Hospital Del Salvador de Santiago;EPRO;1;P. de salud: Público;Oriente;12-100;-33.43664;-70.624493
Providencia;12-100;Hospital Del Salvador de Santiago;Única;2743;P. de salud: Público;Oriente;12-100;-33.43664;-70.624493
Providencia;12-102;Hospital de Niños Dr. Luis Calvo Mackenna;Única;1447;P. de salud: Público;Oriente;12-102;-33.430592;-70.615846
Providencia;12-103;Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica;Única;710;P. de salud: Público;Oriente;12-103;-33.437988;-70.621882
Providencia;12-104;Instituto de Neurocirugía Dr. Alfonso Asenjo;Única;466;P. de salud: Público;Oriente;12-104;-33.436888;-70.622448
Providencia;12-106;Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva;Única;226;P. de salud: Público;Oriente;12-106;-33.434825;-70.622227
Providencia;12-211;Clínica Indisa;Única;16;P. de salud: Público;Oriente;12-211;-33.43333;-70.62855
Providencia;12-244;Hospital del Trabajador Santiago;Única;4;P. de salud: Público;Oriente;12-244;-33.443625;-70.632551
Providencia;12-249;Clínica Santa María;Única;33;P. de salud: Público;Oriente;12-249;-33.43282;-70.62822
Providencia;12-259;Clínica Colonial;Única;2;P. de salud: Público;Oriente;12-259;-33.389171;-70.621565
Providencia;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;Única;241;P. de salud: Público;Oriente;12-301;-33.444228;-70.620427
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única;623;P. de salud: Público;Oriente;12-302;-33.431406;-70.618809
Providencia;12-303;Centro de Salud Familiar Aguilucho;Única;325;P. de salud: Público;Oriente;12-303;-33.442673;-70.597096
Providencia;12-943;Vacunatorio RENVAC;Única;1;P. de salud: Público;Oriente;12-943;-33.425381;-70.614023
Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Única;3;P. de salud: Público;Oriente;12-944;-33.423268;-70.609892
Providencia;12-945;Vacunatorio Clínica El Bosque;Única;7;P. de salud: Público;Oriente;12-945;-33.42821;-70.619211
Providencia;12-998;Centro Médico HTS SpA;Única;2;P. de salud: Público;Oriente;12-998;-33.444151;-70.63295
Providencia;14-104;Hospital Metropolitano ( ex Militar );Única;513;P. de salud: Público;Oriente;14-104;-33.418942;-70.605168
Providencia;200919;VACUMED;Única;5;P. de salud: Público;Oriente;200919;-33.435545;-70.631183
Providencia;201156;VAXPROSALUD;Única;21;P. de salud: Público;Oriente;201156;-33.427625;-70.592504
Pudahuel;10-300;Centro de Referencia de Salud Salvador Allende;Única;308;P. de salud: Público;Occidente;10-300;-33.445369;-70.740976
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;Única;242;P. de salud: Público;Occidente;10-350;-33.437387;-70.750666
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;Única;175;P. de salud: Público;Occidente;10-351;-33.447426;-70.76289
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;Única;183;P. de salud: Público;Occidente;10-352;-33.458131;-70.76084
Pudahuel;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;Única;152;P. de salud: Público;Occidente;10-353;-33.429;-70.770919
Pudahuel;10-354;Centro de Salud Familiar Violeta Parra;Única;384;P. de salud: Público;Occidente;10-354;-33.456935;-70.742752
Pudahuel;201146;Centro Medico y Dental Del Valle;Única;1;P. de salud: Público;Occidente;201146;-33.45267;-70.848608
Puente Alto;14-101;Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto);Única;3071;P. de salud: Público;Suroriente;14-101;-33.577251;-70.581781
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;Única;412;P. de salud: Público;Suroriente;14-301;-33.607158;-70.578452
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;Única;239;P. de salud: Público;Suroriente;14-312;-33.623527;-70.588387
Puente Alto;14-313;Centro de Salud Familiar Vista Hermosa;Única;110;P. de salud: Público;Suroriente;14-313;-33.61107;-70.521039
Puente Alto;14-320;Centro de Salud Familiar Bernardo Leighton;Única;178;P. de salud: Público;Suroriente;14-320;-33.584276;-70.604383
Puente Alto;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;160;P. de salud: Público;Suroriente;14-321;-33.627923;-70.616459
Puente Alto;14-322;Centro de Salud Familiar Padre Manuel Villaseca;Única;319;P. de salud: Público;Suroriente;14-322;-33.583959;-70.556326
Puente Alto;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Única;15;P. de salud: Público;Suroriente;14-323;-33.614332;-70.552683
Puente Alto;14-326;Centro de Salud Familiar Karol Wojtyla;Única;92;P. de salud: Público;Suroriente;14-326;-33.625966;-70.625759
Puente Alto;14-329;Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;Única;17;P. de salud: Público;Suroriente;14-329;-33.59663;-70.556535
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;Única;1477;P. de salud: Público;Suroriente;14-332;-33.591149;-70.595281
Puente Alto;14-902;Centro de Referencia de Salud Hospital Provincia Cordillera;Única;310;P. de salud: Público;Suroriente;14-902;-33.614166;-70.598737
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;Única;174;P. de salud: Público;Norte;09-313;-33.365842;-70.746633
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única;172;P. de salud: Público;Norte;09-315;-33.354232;-70.720395
Quilicura;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;Única;341;P. de salud: Público;Norte;09-324;-33.354498;-70.737981
Quilicura;201091;CESFAM Marta Ugarte Román;Única;177;P. de salud: Público;Norte;201091;-33.369414;-70.73201
Quinta Normal;10-120;Hospital Dr. Félix Bulnes Cerda (Santiago, Quinta Normal);Única;2193;P. de salud: Público;Occidente;10-120;-33.415057;-70.696103
Quinta Normal;10-310;Centro de Salud Familiar Andes;Única;286;P. de salud: Público;Occidente;10-310;-33.434192;-70.692944
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;Única;144;P. de salud: Público;Occidente;10-320;-33.422508;-70.694803
Quinta Normal;10-325;Centro de Salud Familiar Garín;Única;285;P. de salud: Público;Occidente;10-325;-33.430421;-70.714351
Recoleta;09-201;Clínica Dávila;Única;6;P. de salud: Público;Norte;09-201;-33.427257;-70.648544
Recoleta;09-301;Centro de Salud Familiar Recoleta;Única;417;P. de salud: Público;Norte;09-301;-33.423922;-70.645768
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;Única;133;P. de salud: Público;Norte;09-303;-33.403207;-70.634602
Recoleta;09-304;Centro de Salud Familiar Valdivieso;Única;256;P. de salud: Público;Norte;09-304;-33.410322;-70.631219
Recoleta;09-307;Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie);Única;102;P. de salud: Público;Norte;09-307;-33.384392;-70.644939
Recoleta;09-390;Centro de Salud Familiar Cristo Vive (ONG);Única;220;P. de salud: Público;Norte;09-390;-33.387053;-70.641803
Renca;10-360;Centro de Salud Familiar Renca;Única;265;P. de salud: Público;Occidente;10-360;-33.403452;-70.709698
Renca;10-361;Centro de Salud Familiar Bicentenario;Única;203;P. de salud: Público;Occidente;10-361;-33.397669;-70.749713
Renca;10-362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;Única;324;P. de salud: Público;Occidente;10-362;-33.411478;-70.728472
Renca;10-364;Centro de Salud Familiar Huamachuco;Única;218;P. de salud: Público;Occidente;10-364;-33.39126;-70.698932
San Bernardo;13-180;Hospital El Pino (Santiago, San Bernardo);Única;1466;P. de salud: Público;Sur;13-180;-33.58435;-70.676793
San Bernardo;13-190;Hospital Parroquial de San Bernardo (D);Única;2;P. de salud: Público;Sur;13-190;-33.592835;-70.697393
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única;361;P. de salud: Público;Sur;13-313;-33.597631;-70.714846
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Única;157;P. de salud: Público;Sur;13-315;-33.589661;-70.682857
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Única;221;P. de salud: Público;Sur;13-316;-33.575808;-70.703607
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Única;272;P. de salud: Público;Sur;13-328;-33.613987;-70.697869
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Única;300;P. de salud: Público;Sur;13-330;-33.59866;-70.68036
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única;305;P. de salud: Público;Sur;13-332;-33.584476;-70.692076
San Bernardo;13-394;Centro de Salud Familiar El Manzano;Única;201;P. de salud: Público;Sur;13-394;-33.590706;-70.666217
San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Única;16;P. de salud: Público;Sur;13-716;-33.563233;-70.705938
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Única;187;P. de salud: Público;Sur;13-301;-33.486494;-70.623533
San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Única;161;P. de salud: Público;Sur;13-305;-33.491964;-70.633221
San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Única;216;P. de salud: Público;Sur;13-322;-33.506303;-70.624386
San José de Maipo;14-102;Hospital San José de Maipo;Única;430;P. de salud: Público;Suroriente;14-102;-33.641256;-70.352299
San José de Maipo;14-407;Posta de Salud Rural Las Vertientes;Única;40;P. de salud: Público;Suroriente;14-407;-33.592102;-70.482171
San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Única;2608;P. de salud: Público;Sur;13-100;-33.485147;-70.644439
San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Única;1176;P. de salud: Público;Sur;13-130;-33.484761;-70.648129
San Miguel;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Única;331;P. de salud: Público;Sur;13-160;-33.485344;-70.645169
San Miguel;13-300;Centro de Salud Familiar Barros Luco;Única;365;P. de salud: Público;Sur;13-300;-33.48279;-70.648764
San Miguel;13-302;Centro de Salud Familiar Recreo;Única;765;P. de salud: Público;Sur;13-302;-33.510116;-70.64902
San Pedro;10-387;Centro de Salud Familiar San Pedro;Única;110;P. de salud: Público;Occidente;10-387;-33.895313;-71.454412
San Ramón;14-103;Hospital Padre Alberto Hurtado (San Ramón);EPRO;1;P. de salud: Público;Suroriente;14-103;-33.5525;-70.635024
San Ramón;14-103;Hospital Padre Alberto Hurtado (San Ramón);Única;1489;P. de salud: Público;Suroriente;14-103;-33.5525;-70.635024
San Ramón;14-307;Centro de Salud Familiar La Bandera;Única;172;P. de salud: Público;Suroriente;14-307;-33.545428;-70.644824
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Única;214;P. de salud: Público;Suroriente;14-314;-33.537986;-70.640552
San Ramón;14-328;Centro de Salud Familiar Poetisa Gabriela Mistral;Única;118;P. de salud: Público;Suroriente;14-328;-33.551606;-70.640729
Santiago;10-100;Hospital San Juan de Dios (Santiago, Santiago);Única;1956;P. de salud: Público;Central;10-100;-33.442394;-70.679188
Santiago;11-100;Hospital Clínico San Borja Arriarán;Única;2533;P. de salud: Público;Central;11-100;-33.460498;-70.64232
Santiago;11-195;Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río;EPRO;1;P. de salud: Público;Central;11-195;-33.444004;-70.637955
Santiago;11-195;Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río;Única;2214;P. de salud: Público;Central;11-195;-33.444004;-70.637955
Santiago;11-200;Hospital Clínico Red de Salud UC CHRISTUS;Única;7;P. de salud: Público;Central;11-200;-33.442233;-70.640349
Santiago;11-284;Centro Médico y Dental Megasalud Alameda;Única;4;P. de salud: Público;Central;11-284;-33.444915;-70.657657
Santiago;11-291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;Única;24;P. de salud: Público;Central;11-291;-33.442973;-70.655523
Santiago;11-292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;Única;18;P. de salud: Público;Central;11-292;-33.442163;-70.640257
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única;530;P. de salud: Público;Central;11-300;-33.455442;-70.652731
Santiago;11-301;Centro de Salud Familiar Nº 5;Única;113;P. de salud: Público;Central;11-301;-33.45118;-70.673769
Santiago;11-370;Centro de Salud Familiar Padre Orellana;Única;250;P. de salud: Público;Central;11-370;-33.466621;-70.629593
Santiago;11-372;Centro de Salud Familiar Arauco;Única;253;P. de salud: Público;Central;11-372;-33.46803;-70.670454
Santiago;11-376;Centro de Salud Familiar Matta Sur;Única;182;P. de salud: Público;Central;11-376;-33.461578;-70.655451
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Única;386;P. de salud: Público;Central;11-381;-33.438921;-70.672467
Talagante;10-130;Hospital Adalberto Steeger (Talagante);Única;559;P. de salud: Público;Occidente;10-130;-33.66801;-70.920339
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;Única;354;P. de salud: Público;Occidente;10-390;-33.669665;-70.937614
Tiltil;09-104;Hospital de Til Til;Única;122;P. de salud: Público;Norte;09-104;-33.086793;-70.924522
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;Única;102;P. de salud: Público;Norte;09-320;-33.135821;-70.799456
Tiltil;09-412;Posta de Salud Rural Montenegro;Única;1;P. de salud: Público;Norte;09-412;-32.966264;-70.835393
Tiltil;09-413;Posta de Salud Rural Rungue;Única;2;P. de salud: Público;Norte;09-413;-33.008385;-70.892433
Tiltil;09-414;Posta de Salud Rural Polpaico;Única;3;P. de salud: Público;Norte;09-414;-33.167398;-70.887052
Vitacura;12-200;Clínica Alemana;Única;108;P. de salud: Público;Oriente;12-200;-33.391276;-70.572983
Vitacura;12-201;Clínica Tabancura;Única;31;P. de salud: Público;Oriente;12-201;-33.38216;-70.53534
Vitacura;12-274;Procedimientos Clínicos Alto Tabancura;Única;1;P. de salud: Público;Oriente;12-274;-33.380903;-70.536344
Vitacura;12-309;Centro de Salud Familiar Vitacura;Única;164;P. de salud: Público;Oriente;12-309;-33.38985;-70.555009
Ñuñoa;12-240;Hospital Carabineros;Única;8;P. de salud: Público;Oriente;12-240;-33.450658;-70.608463
Ñuñoa;12-310;Centro de Salud Familiar Rosita Renard;Única;196;P. de salud: Público;Oriente;12-310;-33.469243;-70.602904
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;Única;624;P. de salud: Público;Oriente;12-311;-33.465998;-70.587774
Ñuñoa;12-942;Vacunatorio Varik;Única;18;P. de salud: Público;Oriente;12-942;-33.45454;-70.606179
Ñuñoa;201093;Vacunatorio Medicien_Ñuñoa;Única;12;P. de salud: Público;Oriente;201093;-33.455441;-70.595222
Alhué;10-393;Centro de Salud Familiar Villa Alhué;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-393;-34.032484;-71.100076
Buin;13-320;Centro de Salud Familiar Maipo;Única;14;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-320;-33.734885;-70.784598
Buin;13-333;Centro de Salud Familiar Alto Jahuel;Única;16;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-333;-33.735249;-70.684161
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;Única;179;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-390;-33.737754;-70.741333
Buin;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;Única;9;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-402;-33.75109;-70.735556
Buin;13-405;Posta de Salud Rural Viluco;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-405;-33.782229;-70.791771
Buin;13-407;Posta de Salud Rural Los Morros;Única;7;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-407;-33.67046;-70.665548
Buin;201162;KUME FELEN SPA;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Sur;201162;-33.730461;-70.741187
Calera de Tango;13-321;Centro de Salud Familiar Calera de Tango;Única;22;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-321;-33.636009;-70.811012
Calera de Tango;13-334;Centro de Salud Familiar Los Bajos de San Agustín;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-334;-33.625946;-70.782415
Cerrillos;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;Única;190;Trabajadores de avícolas y de criaderos de cerdo;Central;11-305;-33.49331;-70.719201
Cerro Navia;10-331;Centro de Salud Familiar Lo Amor;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-331;-33.417581;-70.717399
Cerro Navia;10-355;Centro de Salud Familiar Dr. Arturo Albertz;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-355;-33.433502;-70.731655
Colina;09-310;Centro de Salud Familiar Colina;Única;28;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-310;-33.205979;-70.670553
Colina;09-316;Centro de Salud Familiar Esmeralda;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-316;-33.184133;-70.653657
Colina;09-419;Posta de Salud Rural Santa Marta de Liray;Única;113;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-419;-33.240239;-70.736763
Colina;09-420;Posta de Salud Rural Chacabuco (Colina);Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-420;-33.043488;-70.693602
Colina;09-905;Centro Médico Clínica Alemana de Chicureo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-905;-33.286284;-70.651801
Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-309;-33.378315;-70.692373
Curacaví;10-160;Hospital de Curacaví;Única;54;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-160;-33.4095;-71.145664
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-312;-33.554149;-70.666968
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-314;-33.561362;-70.674691
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-323;-33.582081;-70.668768
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Sur;13-329;-33.578041;-70.67785
El Monte;10-370;Centro de Salud Familiar El Monte;Única;721;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-370;-33.681919;-70.986091
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Central;11-306;-33.473682;-70.705982
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Central;11-310;-33.451977;-70.703928
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-305;-33.373386;-70.63702
Huechuraba;09-317;Centro de Salud Familiar El Barrero;Única;27;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-317;-33.375909;-70.624663
Huechuraba;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-323;-33.363415;-70.632789
Huechuraba;09-718;Centro Comunitario de Salud Familiar Los Libertadores;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-718;-33.360049;-70.683527
Independencia;09-200;Hospital Clínico Universidad de Chile;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-200;-33.420057;-70.653116
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Norte;09-300;-33.415155;-70.657119
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Occidente;10-375;-33.749042;-70.903306
