Servicio;Comuna;Criterio_elegibilidad;N° de vacunados;Población objetivo;Avance vacunación;Desagregación;CODIGO_DEIS;Establecimiento;Dosis
Occidente;Melipilla;P. de salud: Público;67;;;Establecimientos de salud;10-380;Centro de Salud Familiar San Manuel;Única
Occidente;Melipilla;P. de salud: Público;39;;;Establecimientos de salud;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Única
Occidente;Melipilla;P. de salud: Público;36;;;Establecimientos de salud;10-440;Posta de Salud Rural Bollenar;Única
Occidente;Melipilla;P. de salud: Público;28;;;Establecimientos de salud;10-445;Posta de Salud Rural Pahuilmo;Única
Occidente;Melipilla;P. de salud: Público;2;;;Establecimientos de salud;10-455;Posta de salud Rural Pabellón;Única
Occidente;Melipilla;P. de salud: Público;325;;;Establecimientos de salud;10-938;Centro de Salud Familiar Florencia;Única
Occidente;Padre Hurtado;P. de salud: Público;134;;;Establecimientos de salud;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Única
Occidente;Peñaflor;P. de salud: Público;291;;;Establecimientos de salud;10-140;Hospital de Peñaflor;Única
Occidente;Peñaflor;P. de salud: Público;210;;;Establecimientos de salud;10-308;Centro de Salud Familiar Peñaflor;Única
Occidente;Peñaflor;P. de salud: Público;280;;;Establecimientos de salud;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Única
Occidente;Providencia;P. de salud: Público;392;;;Establecimientos de salud;14-104;Hospital Metropolitano ( ex Militar );Única
Occidente;Pudahuel;P. de salud: Público;291;;;Establecimientos de salud;10-300;Centro de Referencia de Salud Salvador Allende;Única
Occidente;Pudahuel;P. de salud: Público;187;;;Establecimientos de salud;10-350;Centro de Salud Familiar Pudahuel Estrella;Única
Occidente;Pudahuel;P. de salud: Público;103;;;Establecimientos de salud;10-351;Centro de Salud Familiar Pudahuel Poniente;Única
Occidente;Pudahuel;P. de salud: Público;132;;;Establecimientos de salud;10-352;Centro de Salud Familiar Dr. Gustavo Molina;Única
Occidente;Pudahuel;P. de salud: Público;137;;;Establecimientos de salud;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;Única
Occidente;Pudahuel;P. de salud: Público;328;;;Establecimientos de salud;10-354;Centro de Salud Familiar Violeta Parra;Única
Occidente;Quinta Normal;P. de salud: Público;1790;;;Establecimientos de salud;10-120;Hospital Dr. Félix Bulnes Cerda (Santiago, Quinta Normal);Única
Occidente;Quinta Normal;P. de salud: Público;189;;;Establecimientos de salud;10-310;Centro de Salud Familiar Andes;Única
Occidente;Quinta Normal;P. de salud: Público;116;;;Establecimientos de salud;10-320;Centro de Salud Familiar Lo Franco;Única
Occidente;Quinta Normal;P. de salud: Público;240;;;Establecimientos de salud;10-325;Centro de Salud Familiar Garín;Única
Occidente;Renca;P. de salud: Público;214;;;Establecimientos de salud;10-360;Centro de Salud Familiar Renca;Única
Occidente;Renca;P. de salud: Público;155;;;Establecimientos de salud;10-361;Centro de Salud Familiar Bicentenario;Única
Occidente;Renca;P. de salud: Público;152;;;Establecimientos de salud;10-362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;Única
Occidente;Renca;P. de salud: Público;203;;;Establecimientos de salud;10-364;Centro de Salud Familiar Huamachuco;Única
Occidente;San Pedro;P. de salud: Público;94;;;Establecimientos de salud;10-387;Centro de Salud Familiar San Pedro;Única
Occidente;Santiago;P. de salud: Público;1484;;;Establecimientos de salud;10-100;Hospital San Juan de Dios (Santiago, Santiago);Única
Occidente;Talagante;P. de salud: Público;508;;;Establecimientos de salud;10-130;Hospital Adalberto Steeger (Talagante);Única
Occidente;Talagante;P. de salud: Público;321;;;Establecimientos de salud;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;Única
Oriente;La Reina;P. de salud: Público;511;;;Establecimientos de salud;12-317;Centro de Salud Familiar Ossandon;Única
Oriente;La Reina;P. de salud: Público;56;;;Establecimientos de salud;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);Única
Oriente;Las Condes;P. de salud: Público;350;;;Establecimientos de salud;12-304;Centro de Salud Familiar Apoquindo;Única
Oriente;Las Condes;P. de salud: Público;227;;;Establecimientos de salud;12-306;Centro de Salud Familiar Aníbal Ariztía;Única
Oriente;Lo Barnechea;P. de salud: Público;272;;;Establecimientos de salud;12-307;Centro de Salud Familiar Lo Barnechea;Única
Oriente;Macul;P. de salud: Público;175;;;Establecimientos de salud;12-312;Centro de Salud Familiar Félix de Amesti;Única
Oriente;Macul;P. de salud: Público;159;;;Establecimientos de salud;12-313;Centro de Salud Familiar Santa Julia;Única
Oriente;Macul;P. de salud: Público;181;;;Establecimientos de salud;12-319;Centro de Salud Familiar Padre Alberto Hurtado;Única
Oriente;Peñalolén;P. de salud: Público;1273;;;Establecimientos de salud;12-101;Hospital Dr. Luis Tisné B. (Santiago, Peñalolén);Única
Oriente;Peñalolén;P. de salud: Público;257;;;Establecimientos de salud;12-105;Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda;Única
Oriente;Peñalolén;P. de salud: Público;296;;;Establecimientos de salud;12-300;Centro de Referencia de Salud Cordillera Oriente;Única
Oriente;Peñalolén;P. de salud: Público;114;;;Establecimientos de salud;12-314;Centro de Salud Familiar La Faena;Única
Oriente;Peñalolén;P. de salud: Público;58;;;Establecimientos de salud;12-315;Centro de Salud Familiar San Luis;Única
Oriente;Peñalolén;P. de salud: Público;243;;;Establecimientos de salud;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;Única
Oriente;Peñalolén;P. de salud: Público;75;;;Establecimientos de salud;12-318;Centro de Salud Familiar Lo Hermida;Única
Oriente;Peñalolén;P. de salud: Público;65;;;Establecimientos de salud;12-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única
Oriente;Peñalolén;P. de salud: Público;111;;;Establecimientos de salud;12-322;Centro de Salud Familiar Padre Gerardo Whelan;Única
Oriente;Peñalolén;P. de salud: Público;164;;;Establecimientos de salud;201112;CESFAM Las Torres;Única
Oriente;Providencia;P. de salud: Público;2247;;;Establecimientos de salud;12-100;Hospital Del Salvador de Santiago;Única
Oriente;Providencia;P. de salud: Público;1384;;;Establecimientos de salud;12-102;Hospital de Niños Dr. Luis Calvo Mackenna;Única
Oriente;Providencia;P. de salud: Público;563;;;Establecimientos de salud;12-103;Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica;Única
Oriente;Providencia;P. de salud: Público;402;;;Establecimientos de salud;12-104;Instituto de Neurocirugía Dr. Alfonso Asenjo;Única
Oriente;Providencia;P. de salud: Público;204;;;Establecimientos de salud;12-106;Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva;Única
Oriente;Providencia;P. de salud: Público;167;;;Establecimientos de salud;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;Única
Oriente;Providencia;P. de salud: Público;510;;;Establecimientos de salud;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única
Oriente;Providencia;P. de salud: Público;264;;;Establecimientos de salud;12-303;Centro de Salud Familiar Aguilucho;Única
Oriente;Vitacura;P. de salud: Público;129;;;Establecimientos de salud;12-309;Centro de Salud Familiar Vitacura;Única
Oriente;Ñuñoa;P. de salud: Público;186;;;Establecimientos de salud;12-310;Centro de Salud Familiar Rosita Renard;Única
Oriente;Ñuñoa;P. de salud: Público;480;;;Establecimientos de salud;12-311;Centro de Salud Familiar Salvador Bustos;Única
Sur;Buin;P. de salud: Público;471;;;Establecimientos de salud;13-150;Hospital San Luis (Buin);Única
Sur;Buin;P. de salud: Público;112;;;Establecimientos de salud;13-320;Centro de Salud Familiar Maipo;Única
Sur;Buin;P. de salud: Público;51;;;Establecimientos de salud;13-333;Centro de Salud Familiar Alto Jahuel;Única
Sur;Buin;P. de salud: Público;208;;;Establecimientos de salud;13-390;Centro de Salud Familiar Dr. Héctor García;Única
Sur;Buin;P. de salud: Público;23;;;Establecimientos de salud;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;Única
Sur;Buin;P. de salud: Público;15;;;Establecimientos de salud;13-404;Posta de Salud Rural Valdivia de Paine;Única
Sur;Buin;P. de salud: Público;17;;;Establecimientos de salud;13-405;Posta de Salud Rural Viluco;Única
Sur;Buin;P. de salud: Público;9;;;Establecimientos de salud;13-406;Posta de Salud Rural El Recurso;Única
Sur;Buin;P. de salud: Público;17;;;Establecimientos de salud;13-407;Posta de Salud Rural Los Morros;Única
Sur;Buin;P. de salud: Público;22;;;Establecimientos de salud;13-790;Centro Comunitario de Salud Familiar Dr. Héctor García;Única
Sur;Calera de Tango;P. de salud: Público;44;;;Establecimientos de salud;13-321;Centro de Salud Familiar Calera de Tango;Única
Sur;Calera de Tango;P. de salud: Público;87;;;Establecimientos de salud;13-334;Centro de Salud Familiar Los Bajos de San Agustín;Única
Sur;El Bosque;P. de salud: Público;325;;;Establecimientos de salud;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;Única
Sur;El Bosque;P. de salud: Público;181;;;Establecimientos de salud;13-314;Centro de Salud Familiar Cóndores de Chile;Única
Sur;El Bosque;P. de salud: Público;244;;;Establecimientos de salud;13-317;Centro de Salud Familiar Santa Laura;Única
Sur;El Bosque;P. de salud: Público;123;;;Establecimientos de salud;13-323;Centro de Salud Familiar Dr. Mario Salcedo;Única
Sur;El Bosque;P. de salud: Público;235;;;Establecimientos de salud;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;Única
Sur;El Bosque;P. de salud: Público;111;;;Establecimientos de salud;13-329;Centro de Salud Familiar Canciller Orlando Letelier;Única
Sur;La Cisterna;P. de salud: Público;198;;;Establecimientos de salud;13-311;Centro de Salud Familiar Santa Anselma;Única
Sur;La Cisterna;P. de salud: Público;216;;;Establecimientos de salud;13-326;Centro de Salud Familiar Eduardo Frei Montalva;Única
Sur;La Granja;P. de salud: Público;146;;;Establecimientos de salud;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Única
Sur;Lo Espejo;P. de salud: Público;201;;;Establecimientos de salud;13-308;Centro de Salud Familiar Clara Estrella;Única
Sur;Lo Espejo;P. de salud: Público;95;;;Establecimientos de salud;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Única
Sur;Lo Espejo;P. de salud: Público;98;;;Establecimientos de salud;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Única
Sur;Lo Espejo;P. de salud: Público;119;;;Establecimientos de salud;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Única
Sur;Paine;P. de salud: Público;193;;;Establecimientos de salud;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Única
Sur;Paine;P. de salud: Público;91;;;Establecimientos de salud;13-319;Centro de Salud Familiar Dr. Raúl Moya;Única
Sur;Paine;P. de salud: Público;19;;;Establecimientos de salud;13-408;Posta de Salud Rural Pintué;Única
Sur;Paine;P. de salud: Público;31;;;Establecimientos de salud;13-409;Posta de Salud Rural Huelquén;Única
Sur;Paine;P. de salud: Público;5;;;Establecimientos de salud;13-410;Posta de Salud Rural Rangue;Única
Sur;Paine;P. de salud: Público;14;;;Establecimientos de salud;13-411;Posta de Salud Rural Abrantes;Única
Sur;Paine;P. de salud: Público;10;;;Establecimientos de salud;13-412;Posta de Salud Rural Chada;Única
Sur;Pedro Aguirre Cerda;P. de salud: Público;125;;;Establecimientos de salud;11-303;Centro de Salud Familiar Lo Valledor Norte;Única
Sur;Pedro Aguirre Cerda;P. de salud: Público;156;;;Establecimientos de salud;13-303;Centro de Salud Familiar Amador Neghme;Única
Sur;Pedro Aguirre Cerda;P. de salud: Público;263;;;Establecimientos de salud;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Única
Sur;Pedro Aguirre Cerda;P. de salud: Público;96;;;Establecimientos de salud;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Única
Sur;San Bernardo;P. de salud: Público;1367;;;Establecimientos de salud;13-180;Hospital El Pino (Santiago, San Bernardo);Única
Sur;San Bernardo;P. de salud: Público;323;;;Establecimientos de salud;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única
Sur;San Bernardo;P. de salud: Público;143;;;Establecimientos de salud;13-315;Centro de Salud Familiar Confraternidad;Única
Sur;San Bernardo;P. de salud: Público;181;;;Establecimientos de salud;13-316;Centro de Salud Familiar Carol Urzúa;Única
Sur;San Bernardo;P. de salud: Público;215;;;Establecimientos de salud;13-328;Centro de Salud Familiar Padre Joan Alsina;Única
Sur;San Bernardo;P. de salud: Público;276;;;Establecimientos de salud;13-330;Centro de Salud Familiar Raúl Brañes F.;Única
Sur;San Bernardo;P. de salud: Público;230;;;Establecimientos de salud;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única
Sur;San Bernardo;P. de salud: Público;182;;;Establecimientos de salud;13-394;Centro de Salud Familiar El Manzano;Única
Sur;San Bernardo;P. de salud: Público;16;;;Establecimientos de salud;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Única
Sur;San Joaquín;P. de salud: Público;164;;;Establecimientos de salud;13-301;Centro de Salud Familiar San Joaquín;Única
Sur;San Joaquín;P. de salud: Público;142;;;Establecimientos de salud;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Única
Sur;San Joaquín;P. de salud: Público;178;;;Establecimientos de salud;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Única
Sur;San Miguel;P. de salud: Público;2401;;;Establecimientos de salud;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Única
Sur;San Miguel;P. de salud: Público;1104;;;Establecimientos de salud;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Única
Sur;San Miguel;P. de salud: Público;314;;;Establecimientos de salud;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Única
Sur;San Miguel;P. de salud: Público;237;;;Establecimientos de salud;13-300;Centro de Salud Familiar Barros Luco;Única
Sur;San Miguel;P. de salud: Público;435;;;Establecimientos de salud;13-302;Centro de Salud Familiar Recreo;Única
Suroriente;La Florida;P. de salud: Público;1876;;;Establecimientos de salud;14-105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;Única
Suroriente;La Florida;P. de salud: Público;167;;;Establecimientos de salud;14-302;Centro de Salud Familiar Los Castaños;Única
Suroriente;La Florida;P. de salud: Público;103;;;Establecimientos de salud;14-303;Centro de Salud Familiar Bellavista;Única
Suroriente;La Florida;P. de salud: Público;240;;;Establecimientos de salud;14-304;Centro de Salud Familiar Villa O'Higgins;Única
Suroriente;La Florida;P. de salud: Público;205;;;Establecimientos de salud;14-305;Centro de Salud Familiar Los Quillayes;Única
Suroriente;La Florida;P. de salud: Público;82;;;Establecimientos de salud;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;Única
Suroriente;La Florida;P. de salud: Público;74;;;Establecimientos de salud;14-324;Centro de Salud Familiar Santa Amalia;Única
Suroriente;La Florida;P. de salud: Público;73;;;Establecimientos de salud;14-330;Centro de Salud Familiar Trinidad;Única
Suroriente;La Florida;P. de salud: Público;440;;;Establecimientos de salud;14-331;Centro de Salud Familiar La Florida;Única
Suroriente;La Florida;P. de salud: Público;105;;;Establecimientos de salud;14-334;Centro de Salud Familiar José Alvo;Única
Suroriente;La Granja;P. de salud: Público;196;;;Establecimientos de salud;14-306;Centro de Salud Familiar La Granja;Única
Suroriente;La Granja;P. de salud: Público;73;;;Establecimientos de salud;14-315;Centro de Salud Familiar Malaquías Concha;Única
Suroriente;La Granja;P. de salud: Público;163;;;Establecimientos de salud;14-325;Centro de Salud Familiar Granja Sur;Única
Suroriente;La Pintana;P. de salud: Público;116;;;Establecimientos de salud;14-308;Centro de Salud Familiar San Rafael;Única
Suroriente;La Pintana;P. de salud: Público;98;;;Establecimientos de salud;14-309;Centro de Salud Familiar Pablo de Rokha;Única
Suroriente;La Pintana;P. de salud: Público;99;;;Establecimientos de salud;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;Única
Suroriente;La Pintana;P. de salud: Público;72;;;Establecimientos de salud;14-317;Centro de Salud Familiar Santo Tomás;Única
Suroriente;La Pintana;P. de salud: Público;49;;;Establecimientos de salud;14-318;Centro de Salud Familiar Flor Fernández;Única
Suroriente;La Pintana;P. de salud: Público;121;;;Establecimientos de salud;14-319;Centro de Salud Familiar El Roble;Única
Suroriente;La Pintana;P. de salud: Público;8;;;Establecimientos de salud;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;Única
Suroriente;Pirque;P. de salud: Público;140;;;Establecimientos de salud;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;Única
Suroriente;Pirque;P. de salud: Público;121;;;Establecimientos de salud;14-333;Centro de Salud Rural El Principal;Única
Suroriente;Puente Alto;P. de salud: Público;2131;;;Establecimientos de salud;14-101;Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto);Única
Suroriente;Puente Alto;P. de salud: Público;360;;;Establecimientos de salud;14-301;Centro de Salud Familiar Dr. Alejandro del Río;Única
Suroriente;Puente Alto;P. de salud: Público;218;;;Establecimientos de salud;14-312;Centro de Salud Familiar San Gerónimo;Única
Suroriente;Puente Alto;P. de salud: Público;96;;;Establecimientos de salud;14-313;Centro de Salud Familiar Vista Hermosa;Única
Suroriente;Puente Alto;P. de salud: Público;131;;;Establecimientos de salud;14-320;Centro de Salud Familiar Bernardo Leighton;Única
Suroriente;Puente Alto;P. de salud: Público;141;;;Establecimientos de salud;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única
Suroriente;Puente Alto;P. de salud: Público;242;;;Establecimientos de salud;14-322;Centro de Salud Familiar Padre Manuel Villaseca;Única
Suroriente;Puente Alto;P. de salud: Público;11;;;Establecimientos de salud;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Única
Suroriente;Puente Alto;P. de salud: Público;65;;;Establecimientos de salud;14-326;Centro de Salud Familiar Karol Wojtyla;Única
Suroriente;Puente Alto;P. de salud: Público;11;;;Establecimientos de salud;14-329;Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;Única
Suroriente;Puente Alto;P. de salud: Público;1190;;;Establecimientos de salud;14-332;Centro de Salud Familiar Laurita Vicuña;Única
Suroriente;Puente Alto;P. de salud: Público;279;;;Establecimientos de salud;14-902;Centro de Referencia de Salud Hospital Provincia Cordillera;Única
Suroriente;San José de Maipo;P. de salud: Público;408;;;Establecimientos de salud;14-102;Hospital San José de Maipo;Única
Suroriente;San José de Maipo;P. de salud: Público;32;;;Establecimientos de salud;14-407;Posta de Salud Rural Las Vertientes;Única
Suroriente;San Ramón;P. de salud: Público;1034;;;Establecimientos de salud;14-103;Hospital Padre Alberto Hurtado (San Ramón);Única
Suroriente;San Ramón;P. de salud: Público;134;;;Establecimientos de salud;14-307;Centro de Salud Familiar La Bandera;Única
Suroriente;San Ramón;P. de salud: Público;184;;;Establecimientos de salud;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Única
Suroriente;San Ramón;P. de salud: Público;101;;;Establecimientos de salud;14-328;Centro de Salud Familiar Poetisa Gabriela Mistral;Única
SEREMI Metropolitana de Santiago;Buin;P. de salud: Público;3;;;Establecimientos de salud;201162;KUME FELEN SPA;Única
SEREMI Metropolitana de Santiago;Colina;P. de salud: Público;9;;;Establecimientos de salud;09-905;Centro Médico Clínica Alemana de Chicureo;Única
SEREMI Metropolitana de Santiago;Colina;P. de salud: Público;1;;;Establecimientos de salud;09-927;Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.);Única
SEREMI Metropolitana de Santiago;Estación Central;P. de salud: Público;3;;;Establecimientos de salud;11-202;Hospital Clínico Mutual de Seguridad C.CH.C.;Única
SEREMI Metropolitana de Santiago;Estación Central;P. de salud: Público;1;;;Establecimientos de salud;11-230;Clínica Hospital del Profesor;Única
SEREMI Metropolitana de Santiago;Estación Central;P. de salud: Público;1;;;Establecimientos de salud;11-295;Red Salud Santiago ex Clínica Bicentenario;Única
SEREMI Metropolitana de Santiago;Independencia;P. de salud: Público;5;;;Establecimientos de salud;09-200;Hospital Clínico Universidad de Chile;Única
SEREMI Metropolitana de Santiago;La Florida;P. de salud: Público;21;;;Establecimientos de salud;14-223;Clínica Vespucio;Única
SEREMI Metropolitana de Santiago;La Florida;P. de salud: Público;2;;;Establecimientos de salud;14-908;Clínica Bupa Santiago;Única
SEREMI Metropolitana de Santiago;La Reina;P. de salud: Público;1617;;;Establecimientos de salud;12-530;Hospital Militar de Santiago;Única
SEREMI Metropolitana de Santiago;La Reina;P. de salud: Público;35;;;Establecimientos de salud;12-924;Vacunatorio Darvax;Única
SEREMI Metropolitana de Santiago;Las Condes;P. de salud: Público;2;;;Establecimientos de salud;12-204;Nueva Clínica Cordillera;Única
SEREMI Metropolitana de Santiago;Las Condes;P. de salud: Público;19;;;Establecimientos de salud;12-212;Clínica Las Condes;Única
SEREMI Metropolitana de Santiago;Las Condes;P. de salud: Público;69;;;Establecimientos de salud;12-238;Hospital FACH;Única
SEREMI Metropolitana de Santiago;Las Condes;P. de salud: Público;821;;;Establecimientos de salud;12-248;Hospital Dipreca Teniente Hernán Merino;Única
SEREMI Metropolitana de Santiago;Las Condes;P. de salud: Público;10;;;Establecimientos de salud;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única
SEREMI Metropolitana de Santiago;Las Condes;P. de salud: Público;4;;;Establecimientos de salud;12-950;Hospital Clínico Universidad de Los Andes;Única
SEREMI Metropolitana de Santiago;Las Condes;P. de salud: Público;2;;;Establecimientos de salud;201094;Vacunatorio Medicien Alto El Plomo;Única
SEREMI Metropolitana de Santiago;Las Condes;P. de salud: Público;4;;;Establecimientos de salud;201157;Centro Médico y Dental Arauco Salud;Única
SEREMI Metropolitana de Santiago;Lo Barnechea;P. de salud: Público;3;;;Establecimientos de salud;12-522;Centro Médico Clínica Santa María La Dehesa;Única
SEREMI Metropolitana de Santiago;Lo Barnechea;P. de salud: Público;18;;;Establecimientos de salud;12-527;Centro Médico Clínica Alemana (La Dehesa);Única
SEREMI Metropolitana de Santiago;Lo Barnechea;P. de salud: Público;1;;;Establecimientos de salud;12-906;Clínica MEDS La Dehesa;Única
SEREMI Metropolitana de Santiago;Macul;P. de salud: Público;16;;;Establecimientos de salud;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Única
SEREMI Metropolitana de Santiago;Maipú;P. de salud: Público;1;;;Establecimientos de salud;201290;Vacunatorio INMUVAX;Única
SEREMI Metropolitana de Santiago;Melipilla;P. de salud: Público;10;;;Establecimientos de salud;10-270;Clínica Los Maitenes;Única
SEREMI Metropolitana de Santiago;Peñalolén;P. de salud: Público;7;;;Establecimientos de salud;12-930;Clínica Las Condes Peñalolén;Única
SEREMI Metropolitana de Santiago;Providencia;P. de salud: Público;12;;;Establecimientos de salud;12-211;Clínica Indisa;Única
SEREMI Metropolitana de Santiago;Providencia;P. de salud: Público;4;;;Establecimientos de salud;12-244;Hospital del Trabajador Santiago;Única
SEREMI Metropolitana de Santiago;Providencia;P. de salud: Público;17;;;Establecimientos de salud;12-249;Clínica Santa María;Única
SEREMI Metropolitana de Santiago;Providencia;P. de salud: Público;3;;;Establecimientos de salud;12-922;Vacunatorio Mediclown;Única
SEREMI Metropolitana de Santiago;Providencia;P. de salud: Público;1;;;Establecimientos de salud;12-944;Vacunatorio Internacional Immunitas SpA;Única
SEREMI Metropolitana de Santiago;Providencia;P. de salud: Público;4;;;Establecimientos de salud;12-945;Vacunatorio Clínica El Bosque;Única
SEREMI Metropolitana de Santiago;Providencia;P. de salud: Público;1;;;Establecimientos de salud;12-998;Centro Médico HTS SpA;Única
SEREMI Metropolitana de Santiago;Providencia;P. de salud: Público;10;;;Establecimientos de salud;201156;VAXPROSALUD;Única
SEREMI Metropolitana de Santiago;Pudahuel;P. de salud: Público;1;;;Establecimientos de salud;201146;Centro Medico y Dental Del Valle;Única
SEREMI Metropolitana de Santiago;Recoleta;P. de salud: Público;3;;;Establecimientos de salud;09-201;Clínica Dávila;Única
SEREMI Metropolitana de Santiago;Santiago;P. de salud: Público;7;;;Establecimientos de salud;11-200;Hospital Clínico Red de Salud UC CHRISTUS;Única
SEREMI Metropolitana de Santiago;Santiago;P. de salud: Público;2;;;Establecimientos de salud;11-284;Centro Médico y Dental Megasalud Alameda;Única
SEREMI Metropolitana de Santiago;Santiago;P. de salud: Público;13;;;Establecimientos de salud;11-291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;Única
SEREMI Metropolitana de Santiago;Santiago;P. de salud: Público;10;;;Establecimientos de salud;11-292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;Única
SEREMI Metropolitana de Santiago;Vitacura;P. de salud: Público;76;;;Establecimientos de salud;12-200;Clínica Alemana;Única
SEREMI Metropolitana de Santiago;Vitacura;P. de salud: Público;24;;;Establecimientos de salud;12-201;Clínica Tabancura;Única
SEREMI Metropolitana de Santiago;Ñuñoa;P. de salud: Público;3;;;Establecimientos de salud;12-240;Hospital Carabineros;Única
SEREMI Metropolitana de Santiago;Ñuñoa;P. de salud: Público;11;;;Establecimientos de salud;12-942;Vacunatorio Varik;Única
SEREMI Metropolitana de Santiago;Ñuñoa;P. de salud: Público;6;;;Establecimientos de salud;201093;Vacunatorio Medicien_Ñuñoa;Única
Central;Maipú;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;11-304;Centro de Salud Familiar Maipú;Única
Central;Maipú;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única
Central;Maipú;Trabajadores de avícolas y de criaderos de cerdo;3;;;Establecimientos de salud;11-379;Centro de Salud Familiar Clotario Blest;Única
Central;Maipú;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única
Central;Santiago;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única
Central;Santiago;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;11-370;Centro de Salud Familiar Padre Orellana;Única
Central;Santiago;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;11-381;Centro de Salud Familiar Ignacio Domeyko;Única
Norte;Colina;Trabajadores de avícolas y de criaderos de cerdo;8;;;Establecimientos de salud;09-310;Centro de Salud Familiar Colina;Única
Norte;Colina;Trabajadores de avícolas y de criaderos de cerdo;112;;;Establecimientos de salud;09-419;Posta de Salud Rural Santa Marta de Liray;Única
Norte;Huechuraba;Trabajadores de avícolas y de criaderos de cerdo;27;;;Establecimientos de salud;09-317;Centro de Salud Familiar El Barrero;Única
Norte;Huechuraba;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;09-718;Centro Comunitario de Salud Familiar Los Libertadores;Única
Norte;Independencia;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;09-300;Centro de Salud Familiar Agustín Cruz Melo;Única
Norte;Lampa;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;09-312;Centro de Salud Familiar Batuco;Única
Norte;Lampa;Trabajadores de avícolas y de criaderos de cerdo;1;;;Establecimientos de salud;09-407;Posta de Salud Rural Juan Pablo II de Lampa;Única
Norte;Quilicura;Trabajadores de avícolas y de criaderos de cerdo;2;;;Establecimientos de salud;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única
Norte;Recoleta;Trabajadores de avícolas y de criaderos de cerdo;5;;;Establecimientos de salud;09-301;Centro de Salud Familiar Recoleta;Única
