Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Las Condes;12-212;Clínica Las Condes;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Las Condes;12-238;Hospital FACH;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Las Condes;12-304;Centro de Salud Familiar Apoquindo;Única;5;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;Única;7;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Sur
Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Sur
Lo Prado;10-316;Centro de Salud Familiar Pablo Neruda;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Maipú;11-304;Centro de Salud Familiar Maipú;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Central
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Central
Maipú;11-379;Centro de Salud Familiar Clotario Blest;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Central
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Central
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Central
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Única;56;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Melipilla;10-150;Hospital San José (Melipilla);Única;109;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Única;26;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Melipilla;10-380;Centro de Salud Familiar San Manuel;Única;99;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Única;3;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Melipilla;10-440;Posta de Salud Rural Bollenar;Única;5;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Melipilla;10-455;Posta de salud Rural Pabellón;Única;11;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Melipilla;10-938;Centro de Salud Familiar Florencia;Única;527;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Única;11;Trabajadores de avícolas y de criaderos de cerdo;Sur
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Sur
Paine;13-411;Posta de Salud Rural Abrantes;Única;6;Trabajadores de avícolas y de criaderos de cerdo;Sur
Paine;13-412;Posta de Salud Rural Chada;Única;6;Trabajadores de avícolas y de criaderos de cerdo;Sur
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Única;3;Trabajadores de avícolas y de criaderos de cerdo;Sur
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Única;123;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Peñalolén;12-318;Centro de Salud Familiar Lo Hermida;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Pirque;14-310;Centro de Salud Familiar Dr. José Manuel Balmaceda;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Suroriente
Pirque;14-333;Centro de Salud Rural El Principal;EPRO;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente
Pirque;14-333;Centro de Salud Rural El Principal;Única;154;Trabajadores de avícolas y de criaderos de cerdo;Suroriente
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única;17;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Providencia;12-303;Centro de Salud Familiar Aguilucho;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Providencia;12-922;Vacunatorio Mediclown;Única;4;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;Única;5;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;Única;198;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente
Puente Alto;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;8;Trabajadores de avícolas y de criaderos de cerdo;Suroriente
Puente Alto;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente
Puente Alto;14-326;Centro de Salud Familiar Karol Wojtyla;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Norte
Quinta Normal;10-310;Centro de Salud Familiar Andes;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Recoleta;09-301;Centro de Salud Familiar Recoleta;Única;5;Trabajadores de avícolas y de criaderos de cerdo;Norte
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte
Renca;10-361;Centro de Salud Familiar Bicentenario;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Occidente
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única;198;Trabajadores de avícolas y de criaderos de cerdo;Sur
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Única;78;Trabajadores de avícolas y de criaderos de cerdo;Sur
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Única;145;Trabajadores de avícolas y de criaderos de cerdo;Sur
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Única;26;Trabajadores de avícolas y de criaderos de cerdo;Sur
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Sur
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única;25;Trabajadores de avícolas y de criaderos de cerdo;Sur
San Pedro;10-387;Centro de Salud Familiar San Pedro;Única;637;Trabajadores de avícolas y de criaderos de cerdo;Occidente
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Única;1;Trabajadores de avícolas y de criaderos de cerdo;Suroriente
Santiago;10-100;Hospital San Juan de Dios (Santiago, Santiago);Única;27;Trabajadores de avícolas y de criaderos de cerdo;Central
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Central
Santiago;11-370;Centro de Salud Familiar Padre Orellana;Única;8;Trabajadores de avícolas y de criaderos de cerdo;Central
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Central
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;Única;112;Trabajadores de avícolas y de criaderos de cerdo;Occidente
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte
Tiltil;09-412;Posta de Salud Rural Montenegro;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Norte
Vitacura;12-200;Clínica Alemana;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Vitacura;12-309;Centro de Salud Familiar Vitacura;Única;1;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;Única;2;Trabajadores de avícolas y de criaderos de cerdo;Oriente
Alhué;10-393;Centro de Salud Familiar Villa Alhué;Única;13;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Buin;13-320;Centro de Salud Familiar Maipo;Única;66;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Buin;13-333;Centro de Salud Familiar Alto Jahuel;Única;4;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;Única;65;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Buin;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;Única;22;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Buin;13-405;Posta de Salud Rural Viluco;Única;4;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Buin;13-407;Posta de Salud Rural Los Morros;Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Buin;201098;Centro Medico KINEROD;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Buin;201162;KUME FELEN SPA;Única;9;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Calera de Tango;13-321;Centro de Salud Familiar Calera de Tango;Única;134;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Calera de Tango;13-334;Centro de Salud Familiar Los Bajos de San Agustín;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Cerrillos;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;Única;105;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Cerrillos;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;Única;53;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Cerro Navia;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;Única;16;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Cerro Navia;10-331;Centro de Salud Familiar Lo Amor;Única;6;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Cerro Navia;10-335;Centro de Salud Familiar Cerro Navia;Única;81;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Cerro Navia;10-355;Centro de Salud Familiar Dr. Arturo Albertz;Única;40;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Colina;09-310;Centro de Salud Familiar Colina;Única;866;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Colina;09-316;Centro de Salud Familiar Esmeralda;Única;13;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Colina;09-418;Posta de Salud Rural Las Canteras;Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Colina;09-905;Centro Médico Clínica Alemana de Chicureo;Única;3;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Colina;09-927;Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.);Única;9;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Colina;201087;VACUNATORIO CHICUREO SpA;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Única;71;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Única;12;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Única;22;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Única;5;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Curacaví;10-160;Hospital de Curacaví;Única;44;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;Única;128;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;Única;180;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
El Bosque;13-317;Centro de Salud Familiar Santa Laura;Única;159;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;Única;253;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
El Bosque;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;Única;68;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;Única;190;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
El Monte;10-370;Centro de Salud Familiar El Monte;Única;36;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Estación Central;11-202;Hospital Clínico Mutual de Seguridad C.CH.C.;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Estación Central;11-230;Clínica Hospital del Profesor;Única;9;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Única;3;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Estación Central;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;Única;33;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;Única;182;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;Única;32;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Única;133;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Huechuraba;09-317;Centro de Salud Familiar El Barrero;Única;154;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Huechuraba;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;Única;92;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Huechuraba;09-718;Centro Comunitario de Salud Familiar Los Libertadores;Única;62;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Huechuraba;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;Única;354;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;Única;56;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;Única;7;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;Única;58;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;Única;46;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;Única;76;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;Única;73;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
La Florida;14-223;Clínica Vespucio;Única;11;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-302;Centro de Salud Familiar Los Castaños;Única;5;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-303;Centro de Salud Familiar Bellavista;Única;12;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;Única;60;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-305;Centro de Salud Familiar Los Quillayes;Única;102;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;Única;7;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-324;Centro de Salud Familiar Santa Amalia;Única;139;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-330;Centro de Salud Familiar Trinidad;EPRO;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-330;Centro de Salud Familiar Trinidad;Única;75;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-331;Centro de Salud Familiar La Florida;Única;133;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Florida;14-334;Centro de Salud Familiar José Alvo;Única;11;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Única;305;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Granja;14-306;Centro de Salud Familiar La Granja;Única;117;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;Única;145;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Granja;14-325;Centro de Salud Familiar Granja Sur;Única;510;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Pintana;14-308;Centro de Salud Familiar San Rafael;Única;134;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;Única;19;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;Única;106;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;Única;60;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;Única;22;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Pintana;14-319;Centro de Salud Familiar El Roble;Única;7;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Suroriente
La Reina;12-317;Centro de Salud Familiar Ossandon;Única;257;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);Única;155;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
La Reina;12-530;Hospital Militar de Santiago;Única;8;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
La Reina;12-924;Vacunatorio Darvax;Única;10;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;Única;94;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Lampa;09-312;Centro de Salud Familiar Batuco;Única;104;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Lampa;09-407;Posta de Salud Rural Juan Pablo II de Lampa;Única;113;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Norte
Las Condes;12-204;Nueva Clínica Cordillera;Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Las Condes;12-212;Clínica Las Condes;Única;7;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Las Condes;12-238;Hospital FACH;Única;39;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única;9;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Las Condes;12-304;Centro de Salud Familiar Apoquindo;Única;334;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Única;36;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Las Condes;201157;Centro Médico y Dental Arauco Salud;Única;5;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;Única;606;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Única;6;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Única;17;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Lo Barnechea;12-906;Clínica MEDS La Dehesa;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Única;12;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Única;12;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Única;16;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Única;50;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Lo Prado;10-315;Centro de Salud Familiar Santa Anita;Única;18;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Lo Prado;10-316;Centro de Salud Familiar Pablo Neruda;Única;123;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;Única;198;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Macul;12-312;Centro de Salud Familiar Félix de Amesti;Única;190;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Macul;12-313;Centro de Salud Familiar Santa Julia;Única;328;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;Única;81;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Única;12;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Oriente
Maipú;11-304;Centro de Salud Familiar Maipú;Única;32;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única;73;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Maipú;11-309;Centro de Salud Familiar Dra. Ana María Juricic;Única;64;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Maipú;11-378;Centro de Salud Familiar Dr. Iván Insunza;Única;31;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Maipú;11-379;Centro de Salud Familiar Clotario Blest;Única;274;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única;92;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única;56;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única;52;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Central
María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Única;110;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Melipilla;10-270;Clínica Los Maitenes;Única;3;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Única;317;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;EPRO;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Única;273;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Melipilla;10-380;Centro de Salud Familiar San Manuel;Única;60;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Única;54;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Melipilla;10-440;Posta de Salud Rural Bollenar;Única;37;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Melipilla;10-445;Posta de Salud Rural Pahuilmo;Única;16;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Melipilla;10-938;Centro de Salud Familiar Florencia;Única;169;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Única;90;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Única;75;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Única;12;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Paine;13-408;Posta de Salud Rural Pintué;Única;1;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Paine;13-409;Posta de Salud Rural Huelquén;Única;17;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Paine;13-412;Posta de Salud Rural Chada;Única;2;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Única;7;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Única;72;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Única;224;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Única;34;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Sur
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Única;106;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Única;7;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;Occidente
