Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Vacuna;Servicio;Código Antiguo ;latitud;longitud
Pudahuel;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;1ra dosis;56;Vacunación Programática;Varicela;Occidente;10-353;-33.429;-70.770919
Pudahuel;10-354;Centro de Salud Familiar Violeta Parra;1ra dosis;124;Vacunación Programática;Varicela;Occidente;10-354;-33.456935;-70.742752
Pudahuel;201146;Centro Medico y Dental Del Valle;1ra dosis;7;Vacunación Programática;Varicela;Occidente;201146;-33.45267;-70.848608
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;1ra dosis;146;Vacunación Programática;Varicela;Suroriente;14-301;-33.607158;-70.578452
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;1ra dosis;104;Vacunación Programática;Varicela;Suroriente;14-312;-33.623527;-70.588387
Puente Alto;14-313;Centro de Salud Familiar Vista Hermosa;1ra dosis;100;Vacunación Programática;Varicela;Suroriente;14-313;-33.61107;-70.521039
Puente Alto;14-320;Centro de Salud Familiar Bernardo Leighton;1ra dosis;112;Vacunación Programática;Varicela;Suroriente;14-320;-33.584276;-70.604383
Puente Alto;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;1ra dosis;91;Vacunación Programática;Varicela;Suroriente;14-321;-33.627923;-70.616459
Puente Alto;14-322;Centro de Salud Familiar Padre Manuel Villaseca;1ra dosis;106;Vacunación Programática;Varicela;Suroriente;14-322;-33.583959;-70.556326
Puente Alto;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;1ra dosis;49;Vacunación Programática;Varicela;Suroriente;14-323;-33.614332;-70.552683
Puente Alto;14-326;Centro de Salud Familiar Karol Wojtyla;1ra dosis;96;Vacunación Programática;Varicela;Suroriente;14-326;-33.625966;-70.625759
Puente Alto;14-329;Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;1ra dosis;79;Vacunación Programática;Varicela;Suroriente;14-329;-33.59663;-70.556535
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;1ra dosis;102;Vacunación Programática;Varicela;Suroriente;14-332;-33.591149;-70.595281
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;1ra dosis;131;Vacunación Programática;Varicela;Norte;09-313;-33.365842;-70.746633
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;1ra dosis;80;Vacunación Programática;Varicela;Norte;09-315;-33.354232;-70.720395
Quilicura;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;1ra dosis;154;Vacunación Programática;Varicela;Norte;09-324;-33.354498;-70.737981
Quilicura;201091;CESFAM Marta Ugarte Román;1ra dosis;100;Vacunación Programática;Varicela;Norte;201091;-33.369414;-70.73201
Quinta Normal;10-120;Hospital Dr. Félix Bulnes Cerda (Santiago, Quinta Normal);1ra dosis;1;Vacunación Programática;Varicela;Occidente;10-120;-33.415057;-70.696103
Quinta Normal;10-310;Centro de Salud Familiar Andes;1ra dosis;102;Vacunación Programática;Varicela;Occidente;10-310;-33.434192;-70.692944
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;1ra dosis;66;Vacunación Programática;Varicela;Occidente;10-320;-33.422508;-70.694803
Quinta Normal;10-325;Centro de Salud Familiar Garín;1ra dosis;60;Vacunación Programática;Varicela;Occidente;10-325;-33.430421;-70.714351
Recoleta;09-201;Clínica Dávila;1ra dosis;169;Vacunación Programática;Varicela;Norte;09-201;-33.427257;-70.648544
Recoleta;09-301;Centro de Salud Familiar Recoleta;1ra dosis;102;Vacunación Programática;Varicela;Norte;09-301;-33.423922;-70.645768
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;1ra dosis;103;Vacunación Programática;Varicela;Norte;09-303;-33.403207;-70.634602
Recoleta;09-304;Centro de Salud Familiar Valdivieso;1ra dosis;22;Vacunación Programática;Varicela;Norte;09-304;-33.410322;-70.631219
Recoleta;09-307;Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie);1ra dosis;55;Vacunación Programática;Varicela;Norte;09-307;-33.384392;-70.644939
Recoleta;09-390;Centro de Salud Familiar Cristo Vive (ONG);1ra dosis;63;Vacunación Programática;Varicela;Norte;09-390;-33.387053;-70.641803
Renca;10-360;Centro de Salud Familiar Renca;1ra dosis;136;Vacunación Programática;Varicela;Occidente;10-360;-33.403452;-70.709698
Renca;10-361;Centro de Salud Familiar Bicentenario;1ra dosis;103;Vacunación Programática;Varicela;Occidente;10-361;-33.397669;-70.749713
Renca;10-362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;1ra dosis;72;Vacunación Programática;Varicela;Occidente;10-362;-33.411478;-70.728472
Renca;10-364;Centro de Salud Familiar Huamachuco;1ra dosis;46;Vacunación Programática;Varicela;Occidente;10-364;-33.39126;-70.698932
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);1ra dosis;85;Vacunación Programática;Varicela;Sur;13-313;-33.597631;-70.714846
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;1ra dosis;66;Vacunación Programática;Varicela;Sur;13-315;-33.589661;-70.682857
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;1ra dosis;62;Vacunación Programática;Varicela;Sur;13-316;-33.575808;-70.703607
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;1ra dosis;137;Vacunación Programática;Varicela;Sur;13-328;-33.613987;-70.697869
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;1ra dosis;116;Vacunación Programática;Varicela;Sur;13-330;-33.59866;-70.68036
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);1ra dosis;50;Vacunación Programática;Varicela;Sur;13-332;-33.584476;-70.692076
San Bernardo;13-394;Centro de Salud Familiar El Manzano;1ra dosis;87;Vacunación Programática;Varicela;Sur;13-394;-33.590706;-70.666217
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;1ra dosis;55;Vacunación Programática;Varicela;Sur;13-301;-33.486494;-70.623533
San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;1ra dosis;58;Vacunación Programática;Varicela;Sur;13-305;-33.491964;-70.633221
San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;1ra dosis;62;Vacunación Programática;Varicela;Sur;13-322;-33.506303;-70.624386
San José de Maipo;14-102;Hospital San José de Maipo;1ra dosis;31;Vacunación Programática;Varicela;Suroriente;14-102;-33.641256;-70.352299
San José de Maipo;14-407;Posta de Salud Rural Las Vertientes;1ra dosis;12;Vacunación Programática;Varicela;Suroriente;14-407;-33.592102;-70.482171
San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);1ra dosis;1;Vacunación Programática;Varicela;Sur;13-130;-33.484761;-70.648129
San Miguel;13-300;Centro de Salud Familiar Barros Luco;1ra dosis;142;Vacunación Programática;Varicela;Sur;13-300;-33.48279;-70.648764
San Miguel;13-302;Centro de Salud Familiar Recreo;1ra dosis;121;Vacunación Programática;Varicela;Sur;13-302;-33.510116;-70.64902
San Pedro;10-387;Centro de Salud Familiar San Pedro;1ra dosis;23;Vacunación Programática;Varicela;Occidente;10-387;-33.895313;-71.454412
San Ramón;14-307;Centro de Salud Familiar La Bandera;1ra dosis;50;Vacunación Programática;Varicela;Suroriente;14-307;-33.545428;-70.644824
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);1ra dosis;51;Vacunación Programática;Varicela;Suroriente;14-314;-33.537986;-70.640552
San Ramón;14-328;Centro de Salud Familiar Poetisa Gabriela Mistral;1ra dosis;50;Vacunación Programática;Varicela;Suroriente;14-328;-33.551606;-70.640729
Santiago;10-100;Hospital San Juan de Dios (Santiago, Santiago);1ra dosis;3;Vacunación Programática;Varicela;Central;10-100;-33.442394;-70.679188
Santiago;11-100;Hospital Clínico San Borja Arriarán;1ra dosis;1;Vacunación Programática;Varicela;Central;11-100;-33.460498;-70.64232
Santiago;11-267;Centro Médico Vida Integra Alameda;1ra dosis;5;Vacunación Programática;Varicela;Central;11-267;-33.446412;-70.658798
Santiago;11-291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;1ra dosis;4;Vacunación Programática;Varicela;Central;11-291;-33.442973;-70.655523
Santiago;11-292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;1ra dosis;119;Vacunación Programática;Varicela;Central;11-292;-33.442163;-70.640257
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;1ra dosis;210;Vacunación Programática;Varicela;Central;11-300;-33.455442;-70.652731
Santiago;11-301;Centro de Salud Familiar Nº 5;1ra dosis;71;Vacunación Programática;Varicela;Central;11-301;-33.45118;-70.673769
Santiago;11-370;Centro de Salud Familiar Padre Orellana;1ra dosis;79;Vacunación Programática;Varicela;Central;11-370;-33.466621;-70.629593
Santiago;11-372;Centro de Salud Familiar Arauco;1ra dosis;34;Vacunación Programática;Varicela;Central;11-372;-33.46803;-70.670454
Santiago;11-376;Centro de Salud Familiar Matta Sur;1ra dosis;85;Vacunación Programática;Varicela;Central;11-376;-33.461578;-70.655451
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;1ra dosis;191;Vacunación Programática;Varicela;Central;11-381;-33.438921;-70.672467
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;1ra dosis;186;Vacunación Programática;Varicela;Occidente;10-390;-33.669665;-70.937614
Tiltil;09-104;Hospital de Til Til;1ra dosis;27;Vacunación Programática;Varicela;Norte;09-104;-33.086793;-70.924522
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;1ra dosis;18;Vacunación Programática;Varicela;Norte;09-320;-33.135821;-70.799456
Tiltil;09-413;Posta de Salud Rural Rungue;1ra dosis;5;Vacunación Programática;Varicela;Norte;09-413;-33.008385;-70.892433
Tiltil;09-414;Posta de Salud Rural Polpaico;1ra dosis;3;Vacunación Programática;Varicela;Norte;09-414;-33.167398;-70.887052
Vitacura;12-200;Clínica Alemana;1ra dosis;489;Vacunación Programática;Varicela;Oriente;12-200;-33.391276;-70.572983
Vitacura;12-201;Clínica Tabancura;1ra dosis;103;Vacunación Programática;Varicela;Oriente;12-201;-33.38216;-70.53534
Vitacura;12-274;Procedimientos Clínicos Alto Tabancura;1ra dosis;71;Vacunación Programática;Varicela;Oriente;12-274;-33.380903;-70.536344
Vitacura;12-309;Centro de Salud Familiar Vitacura;1ra dosis;28;Vacunación Programática;Varicela;Oriente;12-309;-33.38985;-70.555009
Vitacura;201092;Vacunatorio Medicien_Vitacura;1ra dosis;4;Vacunación Programática;Varicela;Oriente;201092;-33.371854;-70.518529
Ñuñoa;12-240;Hospital Carabineros;1ra dosis;63;Vacunación Programática;Varicela;Oriente;12-240;-33.450658;-70.608463
Ñuñoa;12-310;Centro de Salud Familiar Rosita Renard;1ra dosis;80;Vacunación Programática;Varicela;Oriente;12-310;-33.469243;-70.602904
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;1ra dosis;88;Vacunación Programática;Varicela;Oriente;12-311;-33.465998;-70.587774
Ñuñoa;12-942;Vacunatorio Varik;1ra dosis;113;Vacunación Programática;Varicela;Oriente;12-942;-33.45454;-70.606179
Ñuñoa;201093;Vacunatorio Medicien_Ñuñoa;1ra dosis;19;Vacunación Programática;Varicela;Oriente;201093;-33.455441;-70.595222
Alhué;10-393;Centro de Salud Familiar Villa Alhué;2da dosis;19;Vacunación Programática;Varicela;Occidente;10-393;-34.032484;-71.100076
Buin;13-320;Centro de Salud Familiar Maipo;2da dosis;14;Vacunación Programática;Varicela;Sur;13-320;-33.734885;-70.784598
Buin;13-333;Centro de Salud Familiar Alto Jahuel;2da dosis;8;Vacunación Programática;Varicela;Sur;13-333;-33.735249;-70.684161
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;2da dosis;31;Vacunación Programática;Varicela;Sur;13-390;-33.737754;-70.741333
Buin;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;2da dosis;1;Vacunación Programática;Varicela;Sur;13-402;-33.75109;-70.735556
Buin;13-404;Posta de Salud Rural Valdivia de Paine;2da dosis;4;Vacunación Programática;Varicela;Sur;13-404;-33.811928;-70.86063
Buin;13-405;Posta de Salud Rural Viluco;2da dosis;6;Vacunación Programática;Varicela;Sur;13-405;-33.782229;-70.791771
Buin;13-406;Posta de Salud Rural El Recurso;2da dosis;2;Vacunación Programática;Varicela;Sur;13-406;-33.690787;-70.701729
Buin;13-407;Posta de Salud Rural Los Morros;2da dosis;2;Vacunación Programática;Varicela;Sur;13-407;-33.67046;-70.665548
Buin;13-790;Centro Comunitario de Salud Familiar Dr. Héctor García;2da dosis;1;Vacunación Programática;Varicela;Sur;13-790;-33.711787;-70.739533
Buin;201098;Centro Medico KINEROD;2da dosis;4;Vacunación Programática;Varicela;Sur;201098;-33.73418;-70.744272
Buin;201162;KUME FELEN SPA;2da dosis;9;Vacunación Programática;Varicela;Sur;201162;-33.730461;-70.741187
Calera de Tango;13-321;Centro de Salud Familiar Calera de Tango;2da dosis;9;Vacunación Programática;Varicela;Sur;13-321;-33.636009;-70.811012
Calera de Tango;13-334;Centro de Salud Familiar Los Bajos de San Agustín;2da dosis;18;Vacunación Programática;Varicela;Sur;13-334;-33.625946;-70.782415
Cerrillos;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;2da dosis;53;Vacunación Programática;Varicela;Central;11-305;-33.49331;-70.719201
Cerrillos;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;2da dosis;24;Vacunación Programática;Varicela;Central;11-307;-33.501479;-70.733545
Cerro Navia;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;2da dosis;35;Vacunación Programática;Varicela;Occidente;10-330;-33.417518;-70.741198
Cerro Navia;10-331;Centro de Salud Familiar Lo Amor;2da dosis;17;Vacunación Programática;Varicela;Occidente;10-331;-33.417581;-70.717399
Cerro Navia;10-335;Centro de Salud Familiar Cerro Navia;2da dosis;34;Vacunación Programática;Varicela;Occidente;10-335;-33.419555;-70.750834
Cerro Navia;10-355;Centro de Salud Familiar Dr. Arturo Albertz;2da dosis;22;Vacunación Programática;Varicela;Occidente;10-355;-33.433502;-70.731655
Colina;09-310;Centro de Salud Familiar Colina;2da dosis;57;Vacunación Programática;Varicela;Norte;09-310;-33.205979;-70.670553
Colina;09-316;Centro de Salud Familiar Esmeralda;2da dosis;61;Vacunación Programática;Varicela;Norte;09-316;-33.184133;-70.653657
Colina;09-417;Posta de Salud Rural Los Ingleses;2da dosis;1;Vacunación Programática;Varicela;Norte;09-417;-33.267323;-70.678694
Colina;09-419;Posta de Salud Rural Santa Marta de Liray;2da dosis;1;Vacunación Programática;Varicela;Norte;09-419;-33.240239;-70.736763
Colina;09-905;Centro Médico Clínica Alemana de Chicureo;2da dosis;68;Vacunación Programática;Varicela;Norte;09-905;-33.286284;-70.651801
Colina;09-927;Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.);2da dosis;34;Vacunación Programática;Varicela;Norte;09-927;-33.283002;-70.651101
Colina;201087;VACUNATORIO CHICUREO SpA;2da dosis;1;Vacunación Programática;Varicela;Norte;201087;-33.278421;-70.706218
Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;2da dosis;42;Vacunación Programática;Varicela;Norte;09-302;-33.388856;-70.671249
Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;2da dosis;21;Vacunación Programática;Varicela;Norte;09-308;-33.394414;-70.658337
Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;2da dosis;24;Vacunación Programática;Varicela;Norte;09-309;-33.378315;-70.692373
Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;2da dosis;13;Vacunación Programática;Varicela;Norte;09-314;-33.370386;-70.683005
Curacaví;10-160;Hospital de Curacaví;2da dosis;35;Vacunación Programática;Varicela;Occidente;10-160;-33.4095;-71.145664
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;2da dosis;24;Vacunación Programática;Varicela;Sur;13-312;-33.554149;-70.666968
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;2da dosis;32;Vacunación Programática;Varicela;Sur;13-314;-33.561362;-70.674691
El Bosque;13-317;Centro de Salud Familiar Santa Laura;2da dosis;24;Vacunación Programática;Varicela;Sur;13-317;-33.552491;-70.688809
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;2da dosis;46;Vacunación Programática;Varicela;Sur;13-323;-33.582081;-70.668768
El Bosque;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;2da dosis;32;Vacunación Programática;Varicela;Sur;13-324;-33.572212;-70.667054
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;2da dosis;31;Vacunación Programática;Varicela;Sur;13-329;-33.578041;-70.67785
El Monte;10-370;Centro de Salud Familiar El Monte;2da dosis;17;Vacunación Programática;Varicela;Occidente;10-370;-33.681919;-70.986091
Estación Central;11-230;Clínica Hospital del Profesor;2da dosis;35;Vacunación Programática;Varicela;Central;11-230;-33.457755;-70.702639
Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;2da dosis;40;Vacunación Programática;Varicela;Central;11-295;-33.457336;-70.701792
Estación Central;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;2da dosis;26;Vacunación Programática;Varicela;Central;11-302;-33.47284;-70.691894
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;2da dosis;29;Vacunación Programática;Varicela;Central;11-306;-33.473682;-70.705982
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;2da dosis;51;Vacunación Programática;Varicela;Central;11-310;-33.451977;-70.703928
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;2da dosis;37;Vacunación Programática;Varicela;Norte;09-305;-33.373386;-70.63702
Huechuraba;09-317;Centro de Salud Familiar El Barrero;2da dosis;7;Vacunación Programática;Varicela;Norte;09-317;-33.375909;-70.624663
Huechuraba;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;2da dosis;19;Vacunación Programática;Varicela;Norte;09-323;-33.363415;-70.632789
Huechuraba;09-718;Centro Comunitario de Salud Familiar Los Libertadores;2da dosis;9;Vacunación Programática;Varicela;Norte;09-718;-33.360049;-70.683527
Huechuraba;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;2da dosis;5;Vacunación Programática;Varicela;Norte;09-915;-33.352605;-70.67705
Independencia;09-101;Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia);2da dosis;1;Vacunación Programática;Varicela;Norte;09-101;-33.415335;-70.655086
Independencia;09-200;Hospital Clínico Universidad de Chile;2da dosis;2;Vacunación Programática;Varicela;Norte;09-200;-33.420057;-70.653116
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;2da dosis;86;Vacunación Programática;Varicela;Norte;09-300;-33.415155;-70.657119
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;2da dosis;26;Vacunación Programática;Varicela;Norte;09-321;-33.417373;-70.668652
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;2da dosis;22;Vacunación Programática;Varicela;Occidente;10-375;-33.749042;-70.903306
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;2da dosis;55;Vacunación Programática;Varicela;Occidente;10-425;-33.734795;-70.861701
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;2da dosis;37;Vacunación Programática;Varicela;Sur;13-311;-33.529594;-70.667368
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;2da dosis;30;Vacunación Programática;Varicela;Sur;13-326;-33.538937;-70.66238
La Florida;14-223;Clínica Vespucio;2da dosis;84;Vacunación Programática;Varicela;Suroriente;14-223;-33.519116;-70.596867
La Florida;14-302;Centro de Salud Familiar Los Castaños;2da dosis;29;Vacunación Programática;Varicela;Suroriente;14-302;-33.511875;-70.577975
La Florida;14-303;Centro de Salud Familiar Bellavista;2da dosis;27;Vacunación Programática;Varicela;Suroriente;14-303;-33.518563;-70.602218
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;2da dosis;43;Vacunación Programática;Varicela;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-305;Centro de Salud Familiar Los Quillayes;2da dosis;53;Vacunación Programática;Varicela;Suroriente;14-305;-33.560178;-70.60598
La Florida;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;2da dosis;24;Vacunación Programática;Varicela;Suroriente;14-316;-33.560204;-70.578515
La Florida;14-324;Centro de Salud Familiar Santa Amalia;2da dosis;31;Vacunación Programática;Varicela;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-330;Centro de Salud Familiar Trinidad;2da dosis;28;Vacunación Programática;Varicela;Suroriente;14-330;-33.547211;-70.60862
La Florida;14-331;Centro de Salud Familiar La Florida;2da dosis;32;Vacunación Programática;Varicela;Suroriente;14-331;-33.514659;-70.585809
La Florida;14-334;Centro de Salud Familiar José Alvo;2da dosis;22;Vacunación Programática;Varicela;Suroriente;14-334;-33.557178;-70.582012
La Florida;14-908;Clínica Bupa Santiago;2da dosis;32;Vacunación Programática;Varicela;Suroriente;14-908;-33.509903;-70.598229
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;2da dosis;21;Vacunación Programática;Varicela;Suroriente;13-307;-33.519604;-70.623975
La Granja;14-306;Centro de Salud Familiar La Granja;2da dosis;53;Vacunación Programática;Varicela;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;2da dosis;12;Vacunación Programática;Varicela;Suroriente;14-315;-33.527458;-70.621298
La Granja;14-325;Centro de Salud Familiar Granja Sur;2da dosis;39;Vacunación Programática;Varicela;Suroriente;14-325;-33.551822;-70.629548
La Pintana;14-308;Centro de Salud Familiar San Rafael;2da dosis;35;Vacunación Programática;Varicela;Suroriente;14-308;-33.579577;-70.639086
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;2da dosis;12;Vacunación Programática;Varicela;Suroriente;14-309;-33.576624;-70.64964
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;2da dosis;16;Vacunación Programática;Varicela;Suroriente;14-311;-33.588977;-70.618578
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;2da dosis;41;Vacunación Programática;Varicela;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;2da dosis;13;Vacunación Programática;Varicela;Suroriente;14-318;-33.585495;-70.636257
La Pintana;14-319;Centro de Salud Familiar El Roble;2da dosis;41;Vacunación Programática;Varicela;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;2da dosis;17;Vacunación Programática;Varicela;Suroriente;14-327;-33.595431;-70.621698
La Reina;12-317;Centro de Salud Familiar Ossandon;2da dosis;8;Vacunación Programática;Varicela;Oriente;12-317;-33.442855;-70.54447
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);2da dosis;10;Vacunación Programática;Varicela;Oriente;12-320;-33.456864;-70.532647
La Reina;12-530;Hospital Militar de Santiago;2da dosis;27;Vacunación Programática;Varicela;Oriente;12-530;-33.45281;-70.56351
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;2da dosis;45;Vacunación Programática;Varicela;Norte;09-311;-33.285648;-70.876237
Lampa;09-312;Centro de Salud Familiar Batuco;2da dosis;35;Vacunación Programática;Varicela;Norte;09-312;-33.241849;-70.81415
Las Condes;12-212;Clínica Las Condes;2da dosis;84;Vacunación Programática;Varicela;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-238;Hospital FACH;2da dosis;17;Vacunación Programática;Varicela;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;2da dosis;38;Vacunación Programática;Varicela;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;2da dosis;5;Vacunación Programática;Varicela;Oriente;12-272;-33.405309;-70.585445
Las Condes;12-304;Centro de Salud Familiar Apoquindo;2da dosis;10;Vacunación Programática;Varicela;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;2da dosis;17;Vacunación Programática;Varicela;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;2da dosis;56;Vacunación Programática;Varicela;Oriente;12-950;-33.40656;-70.50017
Las Condes;201094;Vacunatorio Medicien Alto El Plomo;2da dosis;3;Vacunación Programática;Varicela;Oriente;201094;-33.404764;-70.570812
Las Condes;201157;Centro Médico y Dental Arauco Salud;2da dosis;9;Vacunación Programática;Varicela;Oriente;201157;-33.402191;-70.578247
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;2da dosis;34;Vacunación Programática;Varicela;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;2da dosis;13;Vacunación Programática;Varicela;Oriente;12-522;-33.357673;-70.51444
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);2da dosis;102;Vacunación Programática;Varicela;Oriente;12-527;-33.355705;-70.526293
Lo Barnechea;12-906;Clínica MEDS La Dehesa;2da dosis;5;Vacunación Programática;Varicela;Oriente;12-906;-33.36385;-70.5446
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;2da dosis;37;Vacunación Programática;Varicela;Sur;13-308;-33.514933;-70.676174
Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;2da dosis;26;Vacunación Programática;Varicela;Sur;13-309;-33.522431;-70.69732
Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;2da dosis;25;Vacunación Programática;Varicela;Sur;13-310;-33.507423;-70.694073
Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;2da dosis;27;Vacunación Programática;Varicela;Sur;13-396;-33.53472;-70.696425
Lo Prado;10-315;Centro de Salud Familiar Santa Anita;2da dosis;50;Vacunación Programática;Varicela;Occidente;10-315;-33.43929;-70.7093
Lo Prado;10-316;Centro de Salud Familiar Pablo Neruda;2da dosis;31;Vacunación Programática;Varicela;Occidente;10-316;-33.450001;-70.730087
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;2da dosis;24;Vacunación Programática;Varicela;Occidente;10-340;-33.451755;-70.71605
Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;2da dosis;21;Vacunación Programática;Varicela;Occidente;10-345;-33.436875;-70.740448
Macul;12-312;Centro de Salud Familiar Félix de Amesti;2da dosis;17;Vacunación Programática;Varicela;Oriente;12-312;-33.501502;-70.593927
Macul;12-313;Centro de Salud Familiar Santa Julia;2da dosis;23;Vacunación Programática;Varicela;Oriente;12-313;-33.476364;-70.592875
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;2da dosis;16;Vacunación Programática;Varicela;Oriente;12-319;-33.493484;-70.615109
Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;2da dosis;41;Vacunación Programática;Varicela;Oriente;12-512;-33.497116;-70.614619
Maipú;11-304;Centro de Salud Familiar Maipú;2da dosis;36;Vacunación Programática;Varicela;Central;11-304;-33.504315;-70.75815
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;2da dosis;50;Vacunación Programática;Varicela;Central;11-308;-33.505433;-70.774352
Maipú;11-309;Centro de Salud Familiar Dra. Ana María Juricic;2da dosis;24;Vacunación Programática;Varicela;Central;11-309;-33.514065;-70.796603
Maipú;11-378;Centro de Salud Familiar Dr. Iván Insunza;2da dosis;20;Vacunación Programática;Varicela;Central;11-378;-33.484273;-70.771353
